index,account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource
66,john7281962,2025-08-12T22:26:31.000Z,"I was at Walgreens yesterday, and it made me sad, with everything we know about vaccines that I saw a parent having their child shot up with some garbage, that they are TOLD TO DO, instead of refusing to do it. Folks stand up for the children, because someone has to, because the schools won't and the government sure won't. I was at Walgreens yesterday, and it made me sad, with everything we know about vaccines that I saw a parent having their child shot up with some garbage, that they are TOLD TO DO, instead of refusing to do it. Folks stand up for the children, because someone has to, because the schools won't and the government sure won't.",https://www.threads.com/@john7281962/post/DNRYyeSBtrR,"",1000,0,83,0,NaN
67,gernorlat,2025-08-13T02:10:31.000Z,"I’m old enough to have lived through measles, mumps, chicken pox, and rubella before there were vaccines for them. Rubella wasn’t bad, but if a pregnant woman gets it, it can cause severe harm to the developing fetus. Mumps was awful. Chicken pox was torture. Imagine unbearable itching all over but you can’t scratch. Measles was the sickest I have ever been in my life. It can damage the eyes, so I had to lie in a darkened room, no reading, no TV. This generation has no idea. I’m old enough to have lived through measles, mumps, chicken pox, and rubella before there were vaccines for them. Rubella wasn’t bad, but if a pregnant woman gets it, it can cause severe harm to the developing fetus. Mumps was awful. Chicken pox was torture. Imagine unbearable itching all over but you can’t scratch. Measles was the sickest I have ever been in my life. It can damage the eyes, so I had to lie in a darkened room, no reading, no TV. This generation has no idea.",https://www.threads.com/@gernorlat/post/DNRybKfspMx,"",0,0,0,0,NaN
68,thebackpackingmom,2025-03-20T22:43:52.000Z,"“Absolutely not take the MMR [vaccine],” she said. “The measles wasn’t that bad. [The other children] got over it pretty quickly.” “Absolutely not take the MMR [vaccine],” she said. “The measles wasn’t that bad. [The other children] got over it pretty quickly.” Ummmm. It wasn’t that bad? My sister in Christ, it KILLED your baby girl. I guess she just wasn’t your favorite kid? What in the actual fuck!? Ummmm. It wasn’t that bad? My sister in Christ, it KILLED your baby girl. I guess she just wasn’t your favorite kid? What in the actual fuck!? the.independentVerified the.independent the.independent the.independent Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax independent.co.uk independent.co.uk Parents of child killed by measles appear in anti-vaccine video Parents of child killed by measles appear in anti-vaccine video",https://www.threads.com/@thebackpackingmom/post/DHcDgpiy8JI,"Measles",3200,0,4200,0,NaN
69,unknown,2025-03-20T18:09:32.000Z,"the.independentVerified the.independent the.independent the.independent Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax Parents of unvaccinated 6-year-old killed by measles in Texas speak out. They still are anti-vax independent.co.uk independent.co.uk Parents of child killed by measles appear in anti-vaccine video Parents of child killed by measles appear in anti-vaccine video",https://www.threads.com/@the.independent/post/DHbkHd9O43r,"",3200,0,4200,0,NaN
70,ansapphire.ap,2025-09-04T17:41:44.000Z,"I post this occasionally as a warning. I contacted measles as a child. Which led to me getting Encephalitis. Which can sometimes happens in measles cases. Encephalitis is swelling of the brain. While hospitalized ended up in a coma. The dr told my Mom there was a chance if I came out of the coma I would be mentally challenged. Didn’t happen but I spent months having to re-learn all the things parents teach toddlers. RFK Jr is a direct threat to children’s health. Fire him. I post this occasionally as a warning. I contacted measles as a child. Which led to me getting Encephalitis. Which can sometimes happens in measles cases. Encephalitis is swelling of the brain. While hospitalized ended up in a coma. The dr told my Mom there was a chance if I came out of the coma I would be mentally challenged. Didn’t happen but I spent months having to re-learn all the things parents teach toddlers. RFK Jr is a direct threat to children’s health. Fire him.",https://www.threads.com/@ansapphire.ap/post/DOMGe0WDm_p,"",64,0,11800,0,NaN
71,moodybill,2025-12-30T13:17:35.000Z,"This response to a vaccines post. My parents followed full vaccination schedule. I’m 64 years old. This response to a vaccines post. My parents followed full vaccination schedule. I’m 64 years old. I plan on living forever. It’s going okay so far I plan on living forever. It’s going okay so far",https://www.threads.com/@moodybill/post/DS45Qf3CP9_,"",0,0,0,0,NaN
72,maryrosscrawford,2025-12-30T15:21:58.000Z,"I stood in line in a high school gym in 1961 so I wouldn't get polio. I was vaccinated against small pox. I had measles, mumps and rubella as a child because no vaccines were available. I get regular flu and COVID shots and boosters. So far, the after effects are that i haven't been crippled or died unnecessarily. I'm 71. I stood in line in a high school gym in 1961 so I wouldn't get polio. I was vaccinated against small pox. I had measles, mumps and rubella as a child because no vaccines were available. I get regular flu and COVID shots and boosters. So far, the after effects are that i haven't been crippled or died unnecessarily. I'm 71.",https://www.threads.com/@maryrosscrawford/post/DS5HfhtDkPs,"",0,0,0,0,NaN
73,itsrachelonline,2025-03-03T01:40:42.000Z,"What is the Oregon Fucking Trail timeline are we in?!? What is the Oregon Fucking Trail timeline are we in?!? Measles? Rubella??! DYSENTARY?!?!? Measles? Rubella??! DYSENTARY?!?!?",https://www.threads.com/@itsrachelonline/post/DGuBcD8tAgr,"",59,0,2700,0,NaN
74,pizzacakecomic,2025-04-14T03:17:23.000Z,"pizzacakecomicVerified I wasn't expecting measles to come back either... I wasn't expecting measles to come back either...",https://www.threads.com/@pizzacakecomic/post/DIaV5BItjG5,"",175,0,15000,0,NaN
75,nikkinegs31,2025-07-02T01:59:15.000Z,"Listen yall. If a bat flies into your house. GET THE POST EXPOSURE RABIES VACCINE. Why is there hesitation on this? Don’t get it and literally risk death. Listen yall. If a bat flies into your house. GET THE POST EXPOSURE RABIES VACCINE. Why is there hesitation on this? Don’t get it and literally risk death. Once rabies symptoms start to appear, it’s generally too late and usually results in death. Rabies WILL KILL you.  Don’t mess around with it! Once rabies symptoms start to appear, it’s generally too late and usually results in death. Rabies WILL KILL you.  Don’t mess around with it!",https://www.threads.com/@nikkinegs31/post/DLlnv31t0by,"",0,0,0,0,NaN
76,mallyreinhart,2025-07-02T06:21:38.000Z,"I had the rabies shots at age 5 after being bit by a ferrell cat.  Not too long after I came down with CLL (leukemia). Just saying, there is sometimes more than a financial price to getting a shot. I had the rabies shots at age 5 after being bit by a ferrell cat.  Not too long after I came down with CLL (leukemia). Just saying, there is sometimes more than a financial price to getting a shot.",https://www.threads.com/@mallyreinhart/post/DLmFxm-uOEN,"",0,0,0,0,NaN
77,survivedcancers,2025-11-30T06:18:18.000Z,"Junctional EB, one of the things Brooklyn hates the most is lancing blisters. This one was huge and only happened today as she was playing. This happens on her skin very easily. One hour it’s not there. The next it is. EB is so unfair. But B is such a strong girl! ❤️🦋 #JEB #butterflywarrior #butterflyskin #junctionalepidermolysisbullosa #fuckeb #awareness #awarenessvideo #awarenessmatters #cureJEB #cureEB #blisters Junctional EB, one of the things Brooklyn hates the most is lancing blisters. This one was huge and only happened today as she was playing. This happens on her skin very easily. One hour it’s not there. The next it is. EB is so unfair. But B is such a strong girl! ❤️🦋 #JEB #butterflywarrior #butterflyskin #junctionalepidermolysisbullosa #fuckeb #awareness #awarenessvideo #awarenessmatters #cureJEB #cureEB #blisters",https://www.threads.com/@survivedcancers/post/DRq5bIYjMeq,"",0,0,0,0,NaN
78,likeasistersupport,2025-02-27T15:59:20.000Z,"When I had my third baby, my bloodwork revealed that my 1984 MMR vaccine wasn’t still protecting me from measles and I needed a booster. Talk to your doctor about this, millennials! When I had my third baby, my bloodwork revealed that my 1984 MMR vaccine wasn’t still protecting me from measles and I needed a booster. Talk to your doctor about this, millennials!",https://www.threads.com/@likeasistersupport/post/DGlQhXyRzFq,"Measles",0,0,0,0,NaN
79,irnafadzila,2025-07-28T10:12:50.000Z,"🌸 Hi Mommies & Paediatricians in JB! 🌸 I have a quick question 🙏🏻 🌸 Hi Mommies & Paediatricians in JB! 🌸 I have a quick question 🙏🏻 My child already received the MMR vaccine from a private hospital when she was small. Both dose taken. Do I still need to bring her for the KKM’s recommended MMR vaccination now? She’s 4 this year and her preschool is pushing for it.. Just wanna make sure if it is necessary.. My child already received the MMR vaccine from a private hospital when she was small. Both dose taken. Do I still need to bring her for the KKM’s recommended MMR vaccination now? She’s 4 this year and her preschool is pushing for it.. Just wanna make sure if it is necessary.. Appreciate any advice. Thank you 🫶🏻 Appreciate any advice. Thank you 🫶🏻",https://www.threads.com/@irnafadzila/post/DMpc5vOy0PP,"Johor Bahru",0,0,0,0,NaN
80,drtehwaibin_paeds,2025-07-29T03:10:51.000Z,"Hi mommy. I'm Dr. Teh, Paeds here from JB. Hi mommy. I'm Dr. Teh, Paeds here from JB. Yes encourage to take as booster for protection since child is already 4y.o, last MMR was like during 1 year old for her. This vaccine is MR (only measles n rubella), not MMR. Yes encourage to take as booster for protection since child is already 4y.o, last MMR was like during 1 year old for her. This vaccine is MR (only measles n rubella), not MMR. Best is anak also covered with other vaccination like influenza or chicken pox as well ya. Best is anak also covered with other vaccination like influenza or chicken pox as well ya.",https://www.threads.com/@drtehwaibin_paeds/post/DMrRZ6myp8T,"",0,0,0,0,NaN
81,pattyblount3,2025-12-30T03:51:59.000Z,"I’m scared, y’all. I have no measurable measles immunity according to blood test. I also have an auto immune disease and cannot get the MMR shot because it’s live culture. Measles cases are spiking  because too many people think IT’S A COMMON COLD. I’m scared, y’all. I have no measurable measles immunity according to blood test. I also have an auto immune disease and cannot get the MMR shot because it’s live culture. Measles cases are spiking  because too many people think IT’S A COMMON COLD.",https://www.threads.com/@pattyblount3/post/DS34h3XjMbI,"",0,0,0,0,NaN
82,scottishsithphotoygraphy,2025-03-04T05:33:52.000Z,"I was born in the early 1970's. Our family GP refused to vaccinate me against measles. She was an older lady and she believed natural immunity was better than vaccination. I caught measles when I was 12. It sucked. It was painful, and I thought I was going blind. I couldn't eat because of sore spots in my mouth. Vaccinate your children. I was born in the early 1970's. Our family GP refused to vaccinate me against measles. She was an older lady and she believed natural immunity was better than vaccination. I caught measles when I was 12. It sucked. It was painful, and I thought I was going blind. I couldn't eat because of sore spots in my mouth. Vaccinate your children.",https://www.threads.com/@scottishsithphotoygraphy/post/DGxA6ynI6dc,"",0,0,5200,0,NaN
83,aaronkretz,2025-12-12T21:46:44.000Z,"We don’t simply have a measles outbreak here in South Carolina. We have an outbreak of anti-vax lunacy, and measles is one of the side effects. We don’t simply have a measles outbreak here in South Carolina. We have an outbreak of anti-vax lunacy, and measles is one of the side effects.",https://www.threads.com/@aaronkretz/post/DSLdN3OlHFm,"",36,0,12800,0,NaN
84,markdavisforcongress,2025-12-11T14:30:47.000Z,"markdavisforcongressVerified BREAKING South Carolina just quarantined 254 people in a measles outbreak that’s already blown past 110 cases. BREAKING South Carolina just quarantined 254 people in a measles outbreak that’s already blown past 110 cases. This shouldn’t be happening in America. Not in 2025. Not with a virus this contagious. This shouldn’t be happening in America. Not in 2025. Not with a virus this contagious. Measles was eradicated in 2000. It’s back. Measles was eradicated in 2000. It’s back.",https://www.threads.com/@markdavisforcongress/post/DSIGh_JkUKG,"",498,1400,13800,465,NaN
85,markdavisforcongress,2025-12-11T15:14:39.000Z,"markdavisforcongressVerified I’ve posted about this before. But my first girlfriend as a teenager died from measles. She she was born in Thailand and didn’t have access to vaccines like we do so she got measles as a young child. When she turned 18, it came back and killed her. violently 2/3 I’ve posted about this before. But my first girlfriend as a teenager died from measles. She she was born in Thailand and didn’t have access to vaccines like we do so she got measles as a young child. When she turned 18, it came back and killed her. violently",https://www.threads.com/@markdavisforcongress/post/DSILjPTEWwO,"",0,0,0,0,NaN
86,paigedandconfused,2025-04-20T01:38:44.000Z,"I’m not arguing with anti-vaxxers. It’s 2025 and kids are literally dying from measles, a completely preventable disease. I’m not arguing with anti-vaxxers. It’s 2025 and kids are literally dying from measles, a completely preventable disease.",https://www.threads.com/@paigedandconfused/post/DIpnXqgNEMt,"",836,1300,27000,52,NaN
87,rubin_allergy,2025-09-07T23:12:53.000Z,"rubin_allergyVerified RFK Jr and Joseph Ladapo don’t care if this becomes more common again if vaccination coverage continues to drop. RFK Jr and Joseph Ladapo don’t care if this becomes more common again if vaccination coverage continues to drop. Do you know what this is? Do you know what this is?",https://www.threads.com/@rubin_allergy/post/DOUawzrAIYy,"",2200,0,4900,0,NaN
88,cherylburns631,2025-09-07T23:58:55.000Z,"I re-boosted my childhood vaccines. I got the MMR and TDAP. I just need the polio vax and a hepatitis I believe. Getting my flu shot tomorrow and Covid next week. I re-boosted my childhood vaccines. I got the MMR and TDAP. I just need the polio vax and a hepatitis I believe. Getting my flu shot tomorrow and Covid next week.",https://www.threads.com/@cherylburns631/post/DOUgB9_ia1i,"",0,0,0,0,NaN
89,celesteholloway,2025-08-28T01:36:37.000Z,"My great granddaughter is in the hospital tonight. She had a minor hand surgery to remove a sore. They suspect MRSA. 3 days in a row she was taken to ER and today they actually are doing something. I’m upset as I thought staph as soon as I saw it. She has limited mobility in her thumb right now. They cut a lot out. Waiting on full culture for results.  She is 6 years old. My great granddaughter is in the hospital tonight. She had a minor hand surgery to remove a sore. They suspect MRSA. 3 days in a row she was taken to ER and today they actually are doing something. I’m upset as I thought staph as soon as I saw it. She has limited mobility in her thumb right now. They cut a lot out. Waiting on full culture for results.  She is 6 years old.",https://www.threads.com/@celesteholloway/post/DN4WeAPDar9,"",0,0,0,0,NaN
90,fantasyrants,2025-08-10T05:13:46.000Z,"Someone just said that Hand, Foot, and Mouth is just ""repackaged"" Measles. Someone just said that Hand, Foot, and Mouth is just ""repackaged"" Measles. Look I know not everyone studied epidemiology but HFM (Coxsackie virus) is NOT Measles (Rubeola). Please put your conspiracy theory energy into something more productive than fear-mongering communicable diseases. Look I know not everyone studied epidemiology but HFM (Coxsackie virus) is NOT Measles (Rubeola). Please put your conspiracy theory energy into something more productive than fear-mongering communicable diseases.",https://www.threads.com/@fantasyrants/post/DNKZAogM-95,"",0,0,1100,0,NaN
91,lauras.write.edits,2025-02-22T03:02:30.000Z,"Since anti-vaxxers prefer anecdotal evidence rather than scientific, I am going to give anecdotal evidence to explain why I am pro-vaccines. Since anti-vaxxers prefer anecdotal evidence rather than scientific, I am going to give anecdotal evidence to explain why I am pro-vaccines. Gather round friends, and let me tell you about my grandma. Gather round friends, and let me tell you about my grandma. My grandma was born in 1934. As she grew up, she caught whooping cough, chicken pox, and rubella TWICE each. Yes, you read that right. Twice. One of my theories that her immune system got wiped out by measles at some point. (1) 1/4 My grandma was born in 1934. As she grew up, she caught whooping cough, chicken pox, and rubella TWICE each. Yes, you read that right. Twice. One of my theories that her immune system got wiped out by measles at some point. (1)",https://www.threads.com/@lauras.write.edits/post/DGW_pavs3Ja,"",0,0,1000,0,NaN
92,raetheangela,2025-02-13T16:44:26.000Z,"raetheangelaVerified Welp… RFK Jr. is confirmed. Welp… RFK Jr. is confirmed. Enjoy smallpox peeps… Enjoy smallpox peeps… But hey, apparently working out and drinking herbal tea cures measles so, at least I’m safe from that!!! But hey, apparently working out and drinking herbal tea cures measles so, at least I’m safe from that!!! Fuck me running 🤦🏻‍♀️ great job America! Fuck me running 🤦🏻‍♀️ great job America!",https://www.threads.com/@raetheangela/post/DGBSjhsg0St,"",0,0,0,0,NaN
93,cdmason76,2025-10-15T17:03:54.000Z,"You guys really need to read some package inserts. There’s a far higher risk and taking the shot then and having the illness. Measles is a respiratory illness where a rash. It’s not fatal. You guys really need to read some package inserts. There’s a far higher risk and taking the shot then and having the illness. Measles is a respiratory illness where a rash. It’s not fatal. vaccineriskaware vaccineriskaware",https://www.threads.com/@cdmason76/post/DP1mvlfjWRJ,"",0,0,0,0,NaN
94,thutommy,2025-11-09T18:18:04.000Z,"My hand is in severe pain — it feels like there are worms moving inside or eating the bone. On my way to ER, stay tuned! My hand is in severe pain — it feels like there are worms moving inside or eating the bone. On my way to ER, stay tuned!",https://www.threads.com/@thutommy/post/DQ2HGqNgVCi,"",0,0,0,0,NaN
95,rebeccacollier911,2025-11-09T23:25:48.000Z,"RA flare ? Looks like mine when I have a severe flare .. I feel for you RA flare ? Looks like mine when I have a severe flare .. I feel for you",https://www.threads.com/@rebeccacollier911/post/DQ2qUiEjkQg,"",0,0,0,0,NaN
96,realcharleneb,2025-10-21T17:56:39.000Z,"I received my first MMR vax in 1966.  I will never forget the 2 classmates who died from measles & one from whooping cough that same year. I received my first MMR vax in 1966.  I will never forget the 2 classmates who died from measles & one from whooping cough that same year. CDC now recommends those who were vaccinated prior to 1968 to be vaccinated again with the live booster. CDC now recommends those who were vaccinated prior to 1968 to be vaccinated again with the live booster. I loathe big pharma & hate how they profit off of sickness BUT I am not going to boycott medicine & science to risk my health. I loathe big pharma & hate how they profit off of sickness BUT I am not going to boycott medicine & science to risk my health. I got another MMR today. 💉 I got another MMR today. 💉",https://www.threads.com/@realcharleneb/post/DQFJjH2icTa,"Measles kills",0,0,0,0,NaN
97,megamew,2025-03-13T13:31:28.000Z,"My doctor confirmed that my blood test showed that I have basically zero immunity against measles anymore and told me to schedule an MMR vaccination asap. With confirmed cases in the DC area, I am not fucking around. If you are around my age (~50) talk to your doctor or maybe just head over to Costco for a vaccination. We should not have to worry about this in this day and age, but here we are. My doctor confirmed that my blood test showed that I have basically zero immunity against measles anymore and told me to schedule an MMR vaccination asap. With confirmed cases in the DC area, I am not fucking around. If you are around my age (~50) talk to your doctor or maybe just head over to Costco for a vaccination. We should not have to worry about this in this day and age, but here we are.",https://www.threads.com/@megamew/post/DHJCusqsYdU,"",0,0,0,0,NaN
98,sumaselli,2025-12-31T07:02:27.000Z,"Reply to unavailable post Reply to unavailable post Measles because you didn't vax? Measles because you didn't vax?",https://www.threads.com/@sumaselli/post/DS6zH3NlWih,"",0,0,12000,0,NaN
99,nindmargaret,2025-12-31T08:39:21.000Z,"The  vax causes measles abd deaths The  vax causes measles abd deaths",https://www.threads.com/@nindmargaret/post/DS6-NkzCufY,"",0,0,0,0,NaN
100,abigailwise,2025-05-16T04:43:30.000Z,"abigailwiseVerified I just read that measles have officially entered Albuquerque, where I visit often and just went down to tonight with my two-month-old, who is too young to get the MMR vaccine. A hearty middle finger to all the anti-vaxxers who got us to this point. I just read that measles have officially entered Albuquerque, where I visit often and just went down to tonight with my two-month-old, who is too young to get the MMR vaccine. A hearty middle finger to all the anti-vaxxers who got us to this point.",https://www.threads.com/@abigailwise/post/DJs5Lu5R9JG,"",0,0,1300,0,NaN
101,rubabanice,2025-10-08T15:29:27.000Z,"#rubabanice #rubabanice",https://www.threads.com/@rubabanice/post/DPjaXpPjc43,"",0,0,0,0,NaN
102,howardoark,2025-02-15T05:12:39.000Z,"R0 for measles is between 12 and 18. You're contagious for 4 days before the rash appears. Between15 and 20% of Texas teenagers haven't received the MMR vaccine. Do the math. They're royally screwed (most of the red states as well). 1/2 R0 for measles is between 12 and 18. You're contagious for 4 days before the rash appears. Between15 and 20% of Texas teenagers haven't received the MMR vaccine. Do the math. They're royally screwed (most of the red states as well).",https://www.threads.com/@howardoark/post/DGFM-cQuVP_,"",28,0,1300,0,NaN
103,kittikelo,2025-03-14T22:47:47.000Z,"""I had measles when I was a kid, and I turned out fine."" ""I had measles when I was a kid, and I turned out fine."" No shit. It's not like the people who didn't turn out fine are gonna say something, now are they 🙄 No shit. It's not like the people who didn't turn out fine are gonna say something, now are they 🙄 Vaccinate your kids, people. 1/2 Vaccinate your kids, people.",https://www.threads.com/@kittikelo/post/DHMnMH7Nx0u,"",0,0,1000,0,NaN
104,thewhizdoc,2025-02-27T14:16:47.000Z,"thewhizdocVerified Family doctor here: Family doctor here: Measles infection is not normal. A measles outbreak is not normal. The death of a child from measles is NOT normal. Measles infection is not normal. A measles outbreak is not normal. The death of a child from measles is NOT normal. Don’t let anyone try to convince you otherwise. Don’t let anyone try to convince you otherwise.",https://www.threads.com/@thewhizdoc/post/DGlEyRmRyLW,"",849,2700,30800,311,NaN
105,kateravenbooks,2025-05-23T19:17:14.000Z,"Microdosing measles, mumps, & rubella to activate your natural immune system is the crunchiest and safest natural method! And it’s available for free at your doctor’s office or pharmacy 🌿🍃☀️ Microdosing measles, mumps, & rubella to activate your natural immune system is the crunchiest and safest natural method! And it’s available for free at your doctor’s office or pharmacy 🌿🍃☀️",https://www.threads.com/@kateravenbooks/post/DKAevU8SEgI,"",123,0,5800,0,NaN
106,_welldamntv,2025-05-13T20:40:29.000Z,"Rumble young man rumble #fyp #viral #reels #trending #foryou #music #wow Rumble young man rumble #fyp #viral #reels #trending #foryou #music #wow",https://www.threads.com/@_welldamntv/post/DJm4UDjuOEJ,"",225,0,2700,0,NaN
107,iamthirtyaf,2025-04-03T21:51:27.000Z,"iamthirtyafVerified I got the three rounds of MMR vaccines when I was a kid. After hearing from a friend that the lifelong immunity doesn’t actually hold for everybody, I asked my doctor if I could get checked to see if I am still immune to measles. I just got my results back and have full mumps immunity, low to no immunity to measles, and no immunity to rubella. Booster appointment is scheduled for next week! Pretty easy to schedule a blood test and get checked, just a heads up 💕 I got the three rounds of MMR vaccines when I was a kid. After hearing from a friend that the lifelong immunity doesn’t actually hold for everybody, I asked my doctor if I could get checked to see if I am still immune to measles. I just got my results back and have full mumps immunity, low to no immunity to measles, and no immunity to rubella. Booster appointment is scheduled for next week! Pretty easy to schedule a blood test and get checked, just a heads up 💕",https://www.threads.com/@iamthirtyaf/post/DIAApEcAcmY,"",228,0,5500,0,NaN
108,neodocjdg,2025-12-12T00:48:32.000Z,"With measles starting to come back due to lack of herd immunity I’m starting to worry about congenital rubella; it’s basically silent until a pregnant person gets it. With measles starting to come back due to lack of herd immunity I’m starting to worry about congenital rubella; it’s basically silent until a pregnant person gets it. Congenital rubella causes a series of birth defects which cause life long disability if the child survives including deafness, heart defects, cataracts, and intellectual disabilities. Congenital rubella causes a series of birth defects which cause life long disability if the child survives including deafness, heart defects, cataracts, and intellectual disabilities.",https://www.threads.com/@neodocjdg/post/DSJNOgnDGjI,"Measles",0,0,0,0,NaN
109,sugar.and.spite_,2025-08-29T13:04:10.000Z,"Asking for a friend....what kind of bite does this look like ? The AI gave scary answers lol Asking for a friend....what kind of bite does this look like ? The AI gave scary answers lol",https://www.threads.com/@sugar.and.spite_/post/DN8J8kmDv7a,"",1300,0,682,0,NaN
110,autw,2025-08-29T13:40:25.000Z,"Tick bite. That's a bulls-eye rash. You need doxycyclene antibiotics and a Lyme disease titer done. Tick bite. That's a bulls-eye rash. You need doxycyclene antibiotics and a Lyme disease titer done.",https://www.threads.com/@autw/post/DN8OGFRDSMz,"",0,0,3200,0,NaN
111,holistichealthandmore,2025-10-14T10:36:10.000Z,"Did you know the rubella vaccine was tested on orphaned and institutionalized children in the 1960s? Did you know the rubella vaccine was tested on orphaned and institutionalized children in the 1960s? Dr. Stanley Plotkin admitted it under oath. Dr. Stanley Plotkin admitted it under oath.",https://www.threads.com/@holistichealthandmore/post/DPyVk1uDape,"vaccines",0,0,0,0,NaN
112,haripriyasaji44,2025-06-05T23:38:28.000Z,"Dr. Ben Marble: ""We've got a young 21-year-old with new onset turbo cancer all over his body."" Dr. Ben Marble: ""We've got a young 21-year-old with new onset turbo cancer all over his body."" ""Of course, he took the fake vaccine poison."" ""Of course, he took the fake vaccine poison."" ""And he's not going to survive. This is non-survivable."" ""And he's not going to survive. This is non-survivable."" ""It's horrific."" ""It's horrific.""",https://www.threads.com/@haripriyasaji44/post/DKia90Gy1Ip,"",0,0,0,0,NaN
113,dr.nichellehaynes,2025-03-03T21:19:46.000Z,"dr.nichellehaynesVerified “Hi I’m Nichelle!” “Hi Michelle.” “It’s Nichelle. With an N. Like ‘NNNNNobody should be dying of measles in 2025!’” “Hi I’m Nichelle!” “Hi Michelle.” “It’s Nichelle. With an N. Like ‘NNNNNobody should be dying of measles in 2025!’”",https://www.threads.com/@dr.nichellehaynes/post/DGwIX2bRy_c,"",0,0,5500,0,NaN
114,meghupdates,2025-08-13T17:36:18.000Z,"meghupdatesVerified “Rabies is a delicate virus”🙂 “Rabies is a delicate virus”🙂 Few words for her👇🏻👇🏻 . . #doglover #doglovers #animalactivist #delhi #rabies #rabiesvirus #infection #straydogs #protest #viral Few words for her👇🏻👇🏻 . . #doglover #doglovers #animalactivist #delhi #rabies #rabiesvirus #infection #straydogs #protest #viral Delhi, India",https://www.threads.com/@meghupdates/post/DNTcXbCBsPf,"",1500,0,3000,0,NaN
115,saadmaja,2025-08-13T23:54:04.000Z,"As a doctor i can say that rabies stays latent in nerve cells and 100% fatal disease. The reason cases are less is due to vaccination. Don’t believe any idiot with mic As a doctor i can say that rabies stays latent in nerve cells and 100% fatal disease. The reason cases are less is due to vaccination. Don’t believe any idiot with mic",https://www.threads.com/@saadmaja/post/DNUHmoySWun,"",0,0,1400,0,NaN
116,dr.tpl,2025-02-26T22:42:54.000Z,"I'm a medical doctor 💊 I'm a medical doctor 💊 Today a child died of measles in Texas. It shouldn't be this way at all. Children in 2025 should not get measles!!! Today a child died of measles in Texas. It shouldn't be this way at all. Children in 2025 should not get measles!!!",https://www.threads.com/@dr.tpl/post/DGjZ6Wvx4_A,"medical threads",0,0,1500,0,NaN
117,barbieann5280,2025-09-08T14:30:15.000Z,"By pure luck, I've never had Polio, Tetanus, Diphtheria, Rabies, Rubella, Measles, or Mumps. 🙏 Just kidding, it's because l'm vaccinated, and they work. By pure luck, I've never had Polio, Tetanus, Diphtheria, Rabies, Rubella, Measles, or Mumps. 🙏 Just kidding, it's because l'm vaccinated, and they work.",https://www.threads.com/@barbieann5280/post/DOWDv2jjpFo,"",0,0,1100,0,NaN
118,_alessandrorinaldi__,2025-03-10T22:13:50.000Z,"🤣🤣🤣WC rubentus🤣🤣🤣 🤣🤣🤣WC rubentus🤣🤣🤣",https://www.threads.com/@_alessandrorinaldi__/post/DHCQH_ZMywX,"",0,0,0,0,NaN
119,seneh.xyz,2025-03-01T14:36:23.000Z,"seneh.xyzVerified 𝖀𝖒𝖇𝖗𝖆 𝕻𝖚𝖗𝖈𝖊𝖑𝖑 𝖀𝖒𝖇𝖗𝖆 𝕻𝖚𝖗𝖈𝖊𝖑𝖑",https://www.threads.com/@seneh.xyz/post/DGqQlW0t7MD,"",0,0,0,0,NaN
120,blythern01,2025-10-08T23:57:20.000Z,"Public health nurse here with a little FYI.  Single entity vaccines for Measles, Mumps, and Rubella DON’T EVEN EXIST!!  For the love of all, I can’t anymore. Public health nurse here with a little FYI.  Single entity vaccines for Measles, Mumps, and Rubella DON’T EVEN EXIST!!  For the love of all, I can’t anymore.",https://www.threads.com/@blythern01/post/DPkUfgWDPi1,"",0,0,0,0,NaN
121,dom_lucre,2025-08-12T23:12:03.000Z,"dom_lucreVerified 🔥🚨BREAKING: Colorado officials just sent a warning of: “DO NOT TOUCH” to their residents after rabbits were spotted invading parts of the US with weird tentacles sprouting from their heads due to virus. 🔥🚨BREAKING: Colorado officials just sent a warning of: “DO NOT TOUCH” to their residents after rabbits were spotted invading parts of the US with weird tentacles sprouting from their heads due to virus.",https://www.threads.com/@dom_lucre/post/DNRd_yqNkrE,"",0,0,0,0,NaN
122,deborahbrowne12,2025-08-13T02:53:08.000Z,"If rabbits have tentacles it's not from a virus it's from Scientists doing freak experiments and releasing the animals If rabbits have tentacles it's not from a virus it's from Scientists doing freak experiments and releasing the animals",https://www.threads.com/@deborahbrowne12/post/DNR3TSys5XZ,"",0,0,0,0,NaN
