account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views
DitjenPK,2025-09-29 13:13:29+00:00,"Layanan tersebut seperti pelayanan kesehatan dasar, layanan terkait penurunan stunting seperti Pemberian Makanan Tambahan (PMT) balita dan ibu hamil serta pelayanan imunisasi, pelayanan kesehatan ibu hamil dan balita, pelayanan terkait Tuberculosis.",https://x.com/DitjenPK/status/1972650942370861396,,0,0,0,,,x,18.0
paprblunts,2025-09-29 12:45:00+00:00,"justru ini termasuk ringan krn imunisasi ku lengkap dulu, kl yg ga lengkap malah ada yg gbs bangun samsek, demam tinggii, ak masih bs nyuci motor bjir.",https://x.com/paprblunts/status/1972643776100446398,,0,0,0,,,x,42.0
desa_padasuka,2025-09-29 11:40:37+00:00,"Kamis, 25 September 2025  Polindes Desa Padasuka  Kegiatan ini dihadiri oleh Petugas Kesehatan Puskesmas Padasuka dan  PKK Pokja 4. Program imunisasi ini untuk memberikan kekebalan aktif terhadap penyakit.",https://x.com/desa_padasuka/status/1972627570979156192,,0,0,0,,,x,21.0
vaniabetrip,2025-09-29 09:54:48+00:00,"Kenzo 5 hari di dunia kmrn demam aja gue panik mantau suhu tiap jam, itu kn pas cuti ga kerja ye ok lah begadang  Besok kalau imunisasi dpt mah saya udah kerja",https://x.com/vaniabetrip/status/1972600940462317664,,0,0,0,,,x,60.0
vaniabetrip,2025-09-29 09:51:36+00:00,"Gue kerja punya duit jga buat anak gue, jdi udah imunisasi yg efek demam kita pindah ke DSA aja, sebagai working mom gamau jdi khawatir ps kerja",https://x.com/vaniabetrip/status/1972600135327895992,,0,0,0,,,x,58.0
AtexLurner,2025-09-29 09:43:00+00:00,"G5425092901513  Nyusahin anjing! Udah 3 jam ini lu kalo ada pemadaman panjang, dikasih imbauan tolol, ini kasian anak gua baru selesai imunisasi kena imbas begini, kontol",https://x.com/AtexLurner/status/1972597973298393162,,0,0,0,,,x,154.0
from_kangb,2025-10-30 15:38:04+00:00,"Yapss, mana ngasih duit cukup buat beli diapers doang 3 ball, dia pikir anaknya kaga makan, kaga mandi, kaga skinkeran, kaga minum vitamin, kaga imunisasi kali yaa",https://x.com/from_kangb/status/1983921353574031689,,0,0,0,,,x,16.0
raf_bracket,2025-10-30 12:20:54+00:00,Tahukah kamu kalau gigi juga perlu “imunisasi”?   #ImunisasiGigi #CegahGigiBerlubang #FluorideVarnish #RAfDentalCare #SehatSejakDini,https://x.com/raf_bracket/status/1983871733661929734,,0,0,0,,,x,12.0
DDKlinikCiputat,2025-10-30 09:34:29+00:00,"Siapa yang baru tau kalau imunisasi itu bukan cuma suntik biasa! Tapi langkah penting melindungi buah hati dari berbagai penyakit berbahaya   Di DD Klinik Ciputat, imunisasi GRATIS untuk pasien BPJS, lho! Jadi, pastikan si kecil tumbuh sehat dan kuat dengan imunisasi lengkap",https://x.com/DDKlinikCiputat/status/1983829854987715057,,0,0,0,,,x,50.0
GoRiauCom,2025-10-30 09:23:48+00:00,"Terdapat 520 Suspek dan 89 Kasus Positif Campak di Pekanbaru, Pengamat: Cermin Lemahnya Sistem Imunisasi",https://x.com/GoRiauCom/status/1983827166015189361,,0,0,0,,,x,61.0
RiaupagiSurya,2025-10-30 08:10:46+00:00,Dinkes Riau Nilai Meningkatnya Kasus Campak karena Imunisasi Rendah,https://x.com/RiaupagiSurya/status/1983808785966936135,,0,0,0,,,x,11.0
infoPKU,2025-10-30 04:32:21+00:00,"Sebagai tindak lanjut, Dinkes Riau mulai melaksanakan imunisasi tambahan campak di Kota Pekanbaru sejak 27 Oktober hingga 10 November 2025.  Selengkapnya",https://x.com/infoPKU/status/1983753818249789697,,0,0,0,,,x,185.0
infoPKU,2025-10-30 04:32:20+00:00,"Pelaksana Tugas (Plt) Kepala Dinkes Riau, Widodo mengungkapkan capaian Imunisasi Dasar Lengkap (IDL) di Pekanbaru baru mencapai 36,60 persen dari target 90 persen.   #infoPKU",https://x.com/infoPKU/status/1983753815183781945,,0,0,0,,,x,382.0
prokopim_medan,2025-10-30 04:01:52+00:00,"Dengan Penuh Kelembutan & Kasih Sayang, Rico Waas Bersama Ketua TP PKK Imunisasi Bayi dari Rumah ke Rumah",https://x.com/prokopim_medan/status/1983746148948177196,,0,0,0,,,x,21.0
PosoRutan,2025-10-30 03:29:27+00:00,"Sebanyak 14 orang balita menjalani imunisasi, 2 ibu hamil dan 14 orang lansia melakukan pemeriksaan kesehatan.  #bergerakberdampak #setahunberdampak #imipassetahunbergerakberdampak",https://x.com/PosoRutan/status/1983737988313141336,,0,0,0,,,x,15.0
gfriendmingyu,2025-10-30 01:53:20+00:00,Aku anak sehat tubuhku kuad  Karena Eommaku rajin dan cermat Semasa aku bayi selalu diberi asi  Makanan bergizi dan imunisasi,https://x.com/gfriendmingyu/status/1983713801200652557,,0,0,0,,,x,115.0
estehmilo,2025-02-09 01:36:41+00:00,"Vaksin MR done, Alhamdulillah. Buldep lanjut JE. Sehat² anakku.",https://x.com/estehmilo/status/1888401601528004960,,0,0,0,,,x,61.0
happyselaluya,2025-03-17 04:50:39+00:00,"bidannya bilang “bulan depan aja vaksinnya, naikin dulu BB nya”, padahal harusnya rumi vaksin MR sama IPV2",https://x.com/happyselaluya/status/1901496380733972921,,0,0,0,,,x,29.0
sorrycapek,2025-04-25 16:58:46+00:00,Dok bulan depan kan anakku ada vaksin influenza yg kedua. Misal 2 minggu berikutnya mau vaksin dpt 3 sama booster mr apakah bisa dok? Apa nunggu bulan berikutnya?,https://x.com/sorrycapek/status/1915812744055476381,,0,0,0,,,x,5.0
InnaZuyyinah,2025-04-24 12:10:41+00:00,"Dokden, anak saya sudah vaksin MR di puskesmas saat usia 9 bulan. Apakah boleh jika lanjutannya nanti vaksin MMR? Jika boleh, di usia berapa, dok?",https://x.com/InnaZuyyinah/status/1915377854743032035,,0,0,0,,,x,3.0
jondivar,2025-05-30 01:01:23+00:00,"Elite Global dan Mr.Bill G ambisius mensukseskan Al, Chip, Robot maka ini dia membayar suap kepada pejabat agar wabah dan vaksin terlaksana dgn baik..Maka ini kenapa Bill G tdk melaksanakan di AS karena menteri dan pejabat atasan tdk menyetujui vaksin tbc dri Bill",https://x.com/jondivar/status/1928255384944529642,,0,0,0,,,x,44.0
Mr_cosanostra,2025-05-25 22:30:44+00:00,"ditentukan bahwa vaksinasi mRNa ada penyebab kematian""  Jadi kesimpulannya, vaksin mRNa buatan bill gates menyebakan kematian. Kita harus nolak vaksin TBC bill gates yang mengandung mRNa.",https://x.com/Mr_cosanostra/status/1926767918529884259,,0,0,0,,,x,400.0
Hamengkuperkoro,2025-05-24 05:25:16+00:00,"Kebanyakan orang mikir kalau vaksin itu berbahaya, karena side efek vaksin. padahal kita ngelihat side efek vaksin itu justru karena orang berhasil diselamatkan oleh vaksin. Ga ada anak mati karena polio lagi jadi demam karena vaksin polio dilebih lebihkan.",https://x.com/Hamengkuperkoro/status/1926147465553514951,,0,0,0,,,x,56.0
Hamengkuperkoro,2025-05-20 05:06:12+00:00,"Vaksin tidak menyebabkan autisme. Ini adalah permainan statistik tolol yang dipake kaum teoris konspirasi karena ga bisa baca narasi statistik. Korelasi vaksin dan anak dengan autisme itu bukan karena vaksin menyebabkan autisme, tapi semakin rendahnya kematian anak dr penyakit.",https://x.com/Hamengkuperkoro/status/1924693117720281522,,0,0,0,,,x,43.0
_matcha_____,2025-06-22 13:16:33+00:00,"Habis vaksin IPV 2 & MR, jadi lemes bgt beneran rewel bgt, biasa walaupun demam tetep mau makan, kali ini samsek ga mau makan  ditambah lagi ketularan ayah flu jadinya kombo, huhu kasiannya anak Ibu. Sabar ya nak sisanya ga akan sebulan sekali lagi..",https://x.com/_matcha_____/status/1936775314799223212,,0,0,0,,,x,84.0
stustustuuu,2025-07-28 02:42:16+00:00,Di menu fitur ada bagian sertifikat vaksin ada vaksin & imunisasi lainnya,https://x.com/stustustuuu/status/1949661657963356332,,0,0,0,,,x,79.0
officialinews_,2025-08-27 21:04:01+00:00,"Penyebab Campak Bisa Mematikan, Dokter: Tidak Vaksin MR",https://x.com/officialinews_/status/1960810556136534494,,0,0,0,,,x,155.0
AmirulA1253,2025-08-27 16:29:37+00:00,"Dr suhazeli kena sodom dengan dildo vaksin 10 inci : Dia jawab - kamu bukan ahli, belajar tak habis.  Kita tanya, kenapa perlu tambahan vaksin MR iaitu untuk cegah Campak dan Rubela padahal ketika 9 dan 12 bulan bayi diberikan vaksin MMR kombinasi untuk Beguk, Rubela dan Campak?",https://x.com/AmirulA1253/status/1960741500700230033,,1,0,0,,,x,66.0
HerinoorCh,2025-08-27 01:17:53+00:00,"Bagaimana dgn vaksin MR yg mengandung enzim babi menurut madzab Hanbali, boleh tidak sbg preventif penyakit campak?",https://x.com/HerinoorCh/status/1960512057880772833,,0,0,0,,,x,79.0
Ary_LFC,2025-08-26 21:26:09+00:00,"Nah ini yg paling logis... knp gak brani bilang bahwa klo ada efek samping vaksin, yg melakukan vaksinasi bertanggung jawab? Katanya dokter sekolahnya mahal, lama, susah, ahli dan berilmu... ditanya kok malah dijawab dgn pertanyaan lagi... pasti ini dokter muridnya Mulyono!",https://x.com/Ary_LFC/status/1960453741079093702,,0,0,0,,,x,580.0
L_minWOOharu,2025-08-26 12:53:57+00:00,waktu wabah polio merebak langsung bisa gercep nyediain vaksin kan itu terus langsung di distribusikan ke puskes sama sekolah sekolah.. skrg jg lg merebak campak yg sampai banyak meninggal jg langsung booster MR anak anak SD..  kapan vaksin demam berdarah jg masuk program ?,https://x.com/L_minWOOharu/status/1960324838759047612,,0,0,0,,,x,550.0
risenshine777,2025-08-26 10:42:57+00:00,"Dok anak aku bulan depan 15 bulan, mau vaksin MMR tapi takut katanya bikin autis sama speech delay vaksin MMR itu? Kmrn pas 10 bulan udah vaksin MR.",https://x.com/risenshine777/status/1960291873957769664,,0,0,0,,,x,16.0
Cnisaju,2025-09-29 13:37:42+00:00,"Anak masuk 9 bulan wkt jadwal vaksin mr, emaknya bukan takut vaksinnya tapi takut wkt nimbang bb anak",https://x.com/Cnisaju/status/1972657037776466285,,0,0,0,,,x,23.0
SelangorLibrary,2025-09-12 02:36:54+00:00,"Program Imunisasi Tambahan Demam Campak oleh KKM   dapatkan suntikan vaksin MR (Measles & Rubella)   PERCUMA utk semua kanak-kanak warganegara & bukan warganegara yg lahir pada 1 Ogos 2020 – 31 Jan 2025 shj   13, 20 & 27 Sept 2025 (Sabtu)  8.30 pg – 2.30 ptg  PRTU",https://x.com/SelangorLibrary/status/1966330148422300124,,0,0,0,,,x,148.0
radarmadiunweb,2025-09-10 07:01:56+00:00,"BIAS 2025 di Magetan targetkan 29 ribu lebih pelajar. Anak SD mendapat vaksin MR, TD, hingga HPV untuk mencegah penyakit menular.",https://x.com/radarmadiunweb/status/1965672069762326786,,0,0,0,,,x,108.0
AlanUstad56,2025-09-09 00:18:37+00:00,"Terlihat sekali ya jika kelompok oselem itu sangat panik dengan ßabi. Padahal enak. Dan sahabat naby saat itu jg makan ßabi dari Yah udi.  Lucunya Vaksin MR Haji, malah ternuat dari enzim ßabi.  Wah.. terkejut aku",https://x.com/AlanUstad56/status/1965208185226363377,,0,0,0,,,x,84.0
PACU_PMO,2025-09-06 02:15:20+00:00,"petugas kesihatan tanpa sebarang bayaran.  Antara yang menanti anda termasuklah analisis wajah (face analysis), suntikan vaksin influenza percuma untuk warga emas, serta suntikan MR percuma bagi kanak-kanak. Selain itu, ada juga saringan kesihatan dan kecergasan,",https://x.com/PACU_PMO/status/1964150392561807778,,0,0,0,,,x,55.0
AlanUstad56,2025-09-01 06:55:22+00:00,Vaksin MR jamaah haji juga ternuat dari enzim ßabi. MUi juga gk masalah tuh...,https://x.com/AlanUstad56/status/1962408926047252868,,0,0,0,,,x,723.0
Cnisaju,2025-10-13 12:41:12+00:00,Besok anak gua mau vaksin mr aaa tidak aku takut dengan timbangan anakku,https://x.com/Cnisaju/status/1977716247832699031,,0,0,0,,,x,30.0
SinarOnline,2025-10-04 09:40:44+00:00,"Sambil beli buku, dapatkan suntikan vaksin tambahan MR  Klinik Kesihatan Seksyen 7 tawar 30–50 dos vaksin MR percuma untuk kanak-kanak 6 bulan–5 tahun sempena Jualan Gudang Karangkraf 2025. #sinarharian #JualanGudang #Karangkraf",https://x.com/SinarOnline/status/1974409343413223462,,0,0,0,,,x,572.0
glowtweets,2025-11-25 16:37:02+00:00,"Seharusnya tidak ada 'tidak mampu vaksin', karena vaksin MR itu ada dipuskesmas dan gratis.",https://x.com/glowtweets/status/1993358274247508239,,0,0,0,,,x,24.0
daddyyuki,2025-01-20 13:36:21+00:00,kok sama ya sama efek samping vaksin... padahal di jepang gak ada seblak,https://x.com/daddyyuki/status/1881334954610803029,,0,0,0,,,x,103.0
djedjeandrea,2025-02-16 07:58:03+00:00,"Ada yang bilang namanya graphene oxide, itu kan program si Bill Gates, Bill Gates pernah bilang efek samping vaksin akan terlihat dalam 2 tahun ke depan, ya ini udah lebih dari 2 tahun, hasilnya ? Gangguan psikologis. Dulu aku ada videonya soal Bill Gates itu tapi kehapus.",https://x.com/djedjeandrea/status/1891034290000888176,,0,0,0,,,x,45.0
samoodraa,2025-02-12 14:43:13+00:00,Kenapa juga infonya mendadak sih soal vaksin vaksin ini.. KENAPA GA DARI MINGGU LALU??? Ini pikiran dah ruwet mau orientasi magang malah ketambahan beban efek samping vaksin,https://x.com/samoodraa/status/1889686704681865444,,0,0,0,,,x,55.0
receivve,2025-03-30 00:49:26+00:00,"Suhu badan sangat normal, pip pup oke, gak ada muntah, makan minum juga aman (df, wf recovery, creamy treats semua masuk), pecicilan jelas iya. Alhamdulillah efek samping vaksin Ultra cuma demam sedikit sama nafsu makan sedikit turun. Sehat terus ya Ul pokoknya",https://x.com/receivve/status/1906146715062907001,,0,0,0,,,x,74.0
receivve,2025-03-29 14:42:07+00:00,"Suapin RC Recovery lagi, abis lumayan banyak. Minum juga aman. Suhu tubuh berangsur-angsur normal.  Pas sore disuapin wf tadi dia udah nyoba kabur. Kayaknya efek samping vaksin ga lama nih di Ultra, karena dia stray cat mungkin lebih kuat aja kali ya  Bismillah pokoknya sehat.",https://x.com/receivve/status/1905993882073989230,,0,0,0,,,x,56.0
daddyyuki,2025-03-29 07:33:33+00:00,"Di Jepang juga, tahun demi tahun efek samping dari makan pecel Lele terus bertambah   ※ Ginjal para rusak karena efek samping vaksin.  Otot larut dalam darah, menyumbat dan memberi tekanan pada ginjal dan menyebabkan gagal ginjal.",https://x.com/daddyyuki/status/1905886029321740770,,0,0,0,,,x,558.0
aureliald,2025-03-25 19:42:56+00:00,Efek samping vaksin: Demam  Tiba tiba banyak ketawa   Yaallah anak gue kenapa,https://x.com/aureliald/status/1904620033151479909,,0,0,0,,,x,57.0
haibundacom,2025-03-25 08:41:26+00:00,"Mengenal Vaksin Tifoid untuk Anak, Manfaat, Efek Samping, dan Jadwal Pemberiannya",https://x.com/haibundacom/status/1904453558499713075,,0,0,0,,,x,46.0
erlinaburhan,2025-03-24 07:23:57+00:00,"Seperti vaksin lain, vaksin TB baru bisa menimbulkan KIPI (Kejadian Ikutan Pasca Imunisasi) seperti nyeri di tempat suntikan, demam, atau gatal. Penelitian dilakukan dengan ketat, peserta dipantau setelah vaksinasi, & jika ada efek samping, semua biaya ditanggung asuransi.  (EB)",https://x.com/erlinaburhan/status/1904071674494149096,,0,0,0,,,x,618.0
BinderClips155,2025-03-19 04:56:09+00:00,gblk!!! org sakit krn gaya hidup tdk sehat kok yg dituduh efek samping vaksin. kalo mmg vaksin penyebab nya pasti dampak yg diterima sangat luas hingga scr global. tapi ini apa adem ayem doang org mah normal normal aja.,https://x.com/BinderClips155/status/1902222539604025735,,0,0,0,,,x,30.0
Hari01892872,2025-04-24 02:18:40+00:00,"vaksin itu memiliki efek samping jangka panjang.. yg akhir2ni banyak muncul artikel2 penelitian terbaru,, semakin dini anak diberi vaksin,, semakin besar efek sampingnya..",https://x.com/Hari01892872/status/1915228870955126808,,0,0,0,,,x,92.0
hanan052020,2025-04-21 00:29:21+00:00,"""Produsen vaksin memiliki perlindungan hukum terhadap efek samping vaksin"" Kenapa demikian? ya jelas krn big pharma tsb yg bukan membuat kebijakan-kebijakan, serta bukan mereka juga yg legalkan produk untuk diberikan ke publik. Yg menyuntik juga bukan mereka tapi petugas publik.",https://x.com/hanan052020/status/1914114197593690121,,0,0,0,,,x,238.0
es_twr,2025-04-14 14:20:34+00:00,Oiya efek samping vaksin jadi demam emang. Mudah2an besok udah gapapa ya Pras.,https://x.com/es_twr/status/1911786661907939398,,0,0,0,,,x,21.0
orepras,2025-04-14 14:19:07+00:00,"kemarin abis vaksin, hari ini demam tinggi mba kata dokter bisa jadi efek samping vaksinnya  sekarang udah istirahat sih mba, tidur. doain yaa",https://x.com/orepras/status/1911786299230658918,,0,0,0,,,x,61.0
daddyyuki,2025-04-12 09:56:53+00:00,di Jepang efek samping vaksin sudah bukan hanya katanya tapi sdh di bicarakan di rapat kabinet bahkan sudah di sidangkan.,https://x.com/daddyyuki/status/1910995531197038825,,0,0,0,,,x,59.0
_avocado221,2025-04-07 13:43:29+00:00,"Aku belum pernah sih, kata temen ku efek samping nya tergantung jenis vaksin/dosisnya kan ada beberapa type tuh yang gardasil. Tapi aku pernah observasi anak dibawah 25th yang pake vaksin HPV jenis Cervarix  aman sih setelah 2 kali dosis ga ada gejala yang gimana gimana",https://x.com/_avocado221/status/1909240614568468605,,0,0,0,,,x,264.0
dponeglyph,2025-05-29 05:56:49+00:00,Bukti nya banyak yg punya penyakit berat meninggal itu org yang udh di vaksin. Krna efek samping vaksin itu. Dan efek samping vaksin itu ditutupin sama kemenkes dan media,https://x.com/dponeglyph/status/1927967343180927330,,0,0,0,,,x,115.0
DSwibi,2025-05-28 17:23:35+00:00,Efek samping vaksin bilgets apa ya? Jadi gasabar liat sikon indonesia,https://x.com/DSwibi/status/1927777787185602834,,0,0,0,,,x,36.0
june_one,2025-05-28 17:01:29+00:00,Sepertinya kena efek samping vaksin jadi otaknya nggak jalan. Udah banyak bukti dimedia masih dibilang hoax  atau emang sales vaksin jadi takut vaksinnya nggak laku ?,https://x.com/june_one/status/1927772224368341225,,0,0,0,,,x,48.0
daddyyuki,2025-06-24 02:12:46+00:00,silahkan search saja 「stevens Johnson syndrom dose」atau 「stevens Johnson syndrom vaccine」tertulis juga di kertas panduan efek samping vaksin influenza (mRNA) juga.  atau tanya ke dokter @dokter_kampung apakah benar SJS adalah efek samping resmi dari beberapa obat dan vaksin.,https://x.com/daddyyuki/status/1937333043402015047,,0,0,0,,,x,123.0
meow_meng_,2025-06-22 12:02:06+00:00,"Dulu habis vaksin covid, efek samping vaksin kyk ngantuk banget, laper banget, ato lengan pegel banget seharian, itu kerasa banget nggak, kak?",https://x.com/meow_meng_/status/1936756578323202557,,0,0,0,,,x,125.0
citrangs,2025-06-16 03:41:15+00:00,"iya kak krn keburu melahirkan waktu itu, cuma saranku ttp vaksin dulu ya kak. Puji Tuhan ga ada efek samping nya kak, anak anaknya sehat sampe skrg. paling abis steril aja itu pada oleng dan misalnya makan sendiri mereka muntah, tp h+1/2 uda normal lg",https://x.com/citrangs/status/1934456207684825458,,0,0,0,,,x,91.0
inspiresyen,2025-06-15 08:51:50+00:00,Alhamdulillah ga kerasa efek samping vaksin tapi kenapa malah satu badan yang rasanya pengen copot yak,https://x.com/inspiresyen/status/1934171981991268618,,0,0,0,,,x,71.0
temu28,2025-06-14 03:25:52+00:00,Mbah Nun adalah orang yang turut menyarankan melakukan vaksin covid 19. Pendarahan otak yang terjadi pada mbah Nun onok hubungane kambek efek samping vaksin covid 19 gak yo? https://x.com/bengkeldodo/st/bengkeldodo/status/1933136739570417927…,https://x.com/temu28/status/1933727562720833897,,0,0,0,,,x,76.0
widadawidiw,2025-06-09 04:46:05+00:00,Nope. Jangan nder. Di US uda byk efek samping vaksin HPV bahkan byk yg smpe lumpuh dan ga bs punya anak. Jd mending jaga pola hidup sehat sm naikin imun. Hidup happy biar stress menjauh. Better kamu save itu duit buat tabungan.,https://x.com/widadawidiw/status/1931935809210568794,,0,0,0,,,x,374.0
PartaiPonsel,2025-06-07 12:51:30+00:00,"Itu namanya Vitiligo alias Baros. Penyakit autoimun. Bisa krn efek samping vaksin, akibat stress atau akibat supranatural. Tapi perubahan pada JKW sangat cepat menyebar.",https://x.com/PartaiPonsel/status/1931333195154309434,,0,0,0,,,x,212.0
OxanaRen,2025-07-28 07:58:34+00:00,Bisa jadi efek samping vaksin copet,https://x.com/OxanaRen/status/1949741254172123293,,0,0,0,,,x,93.0
kumparanMOM,2025-07-24 04:44:09+00:00,"Beberapa orang tua merasa khawatir dengan efek samping vaksin, seperti demam atau nyeri, sehingga ragu untuk membawa anak vaksin. #momsupdate #moms #update #text",https://x.com/kumparanMOM/status/1948242778984792515,,0,0,0,,,x,310.0
SumandoGaek,2025-07-09 11:55:33+00:00,"Sudah banyak bayi/anak tak berdosa jadi korban efek samping vaksin, walau selalu tak diakui. Karena vax / imunisasi tak boleh salah. Kalau salah nanti jualannya nggak laku.",https://x.com/SumandoGaek/status/1942915525052620908,,0,0,0,,,x,150.0
tonojombang,2025-07-08 07:22:43+00:00,EFEK SAMPING VAKSIN COVID BERJILID ITU SIH SAYA RASA DAN YAKIN 10000%.,https://x.com/tonojombang/status/1942484477231653035,,0,0,0,,,x,6.0
moncherie94,2025-07-04 15:00:53+00:00,"Efek vaksin covid kah? Pengen berburuk sangka sih. Kalo sampai bener efek samping vaksin, semoga yg menciptakan virus covid, vaksin covid dan pemerintah2 di indonesia yg ikut ngewajibin vaksin bisa menanggung dosa2 orang yg meninggal",https://x.com/moncherie94/status/1941150227978920327,,0,0,0,,,x,109.0
MiraninonLita,2025-07-03 06:14:39+00:00,@grok gejala tidak cocok dengan efek samping vaksin ? Memangnya apa gejala yg dialami Trio ? Dan apa gejala efek samping Covishield  ? Berbedanya bagaimana? Jawab semua pertanyaan ini,https://x.com/MiraninonLita/status/1940655406688489692,,0,0,0,,,x,49.0
ultima_kawaii,2025-08-27 10:59:03+00:00,1. Apakah yang bermasalah semua vaksin mRNA atau cuma pada kasus vaksin Covid-19?  2. Bagaimana vaksin menyebabkan efek samping tadi?  3. Bagian apa dari vaksin yang menyebabkan efek samping? Formulasi? Adjuvant? Antigen? Atau komponen lain dalam formulasi vaksin tadi,https://x.com/ultima_kawaii/status/1960658310895374467,,0,0,0,,,x,40.0
ultima_kawaii,2025-08-27 10:59:02+00:00,"Beberapa isu hangat terkait vaksin diantaranya ada laporan vaksin covid-19 berbasis mRNA yang menyebabkan beberapa efek samping seperti thrombosis dan myocarditis. Sebelum langsung menjudge Klo vaksin mRNA ini ga aman, sebaiknya kita telaah perlahan lebih dulu",https://x.com/ultima_kawaii/status/1960658308282335648,,0,0,0,,,x,45.0
uhatuka,2025-08-27 08:42:12+00:00,nih kalo mau bahas efek samping vaksin dan tidak. sudah jelas lebih besar angka tidak tapi kalian tutup mata soal itu.,https://x.com/uhatuka/status/1960623871792497000,,0,0,0,,,x,32.0
uhatuka,2025-08-27 08:41:16+00:00,saya tanya memangnya ada kasus efek samping vaksin di indonesia yang dimana dokter lepas tanggung jawab setelah memberikan? kamu sendiri tau KIPI gak? semua juga ada efek sampingnya. mau divaksin apa tidak. salah efek samping yaitu KIPI dan gak semua anak bisa dapet,https://x.com/uhatuka/status/1960623636420739303,,0,0,0,,,x,31.0
SumandoGaek,2025-08-26 16:45:56+00:00,Selama ini apakah ada tanggung jawab pemerintah yg transparan soal efek samping vaksin?  Jika ayah dari anaknya tak menyetujui dipastikan dia punya alasan kuat. Lagi pula vaksinasi itu pilihan bukan paksaan. Semua pilihan pasti ada resiko.,https://x.com/SumandoGaek/status/1960383219041472754,,0,0,0,,,x,575.0
illugea,2025-08-26 14:51:54+00:00,"Kakak aku juga takut dan gak mau anaknya divaksin. Dia kemakan sama konten2 diluar sana tentang efek samping vaksin, yang tentu aja pembahasannya dibuat menakutkan.  Padahal udah ku jelasin sedemikian rupa tapi dia lebih percaya sama konten2 itu daripada adiknya yang apoteker",https://x.com/illugea/status/1960354522175291732,,0,0,0,,,x,360.0
afrkml,2025-08-26 14:44:46+00:00,"Mau mainan angka?  Efek samping vaksin serius (misal reaksi alergi berat) biasanya <1 per 1 juta dosis.  Risiko kematian akibat campak bisa 1–3 per 1.000 kasus.  Sementara kasus di Sumenep, 2000 anak kena, & 16 di antaranya meninggal.  Alih2 3:1000, rasionya jadi 8 per 1000!!!",https://x.com/afrkml/status/1960352725834829999,,0,0,0,,,x,2.0
afrkml,2025-08-26 14:41:53+00:00,"Kenapa ya argumentasi antivaks selalu berkutat soal dipaksa & efek samping?  Kita ga denial setiap intervensi medis punya efek samping, obat jg gitu, vaksin pun iya.  Tapi, risiko efek samping vaksin JAUH LEBIH KECIL dibanding risiko meninggal akibat penyakit krn ga divaksin",https://x.com/afrkml/status/1960352001503764880,,0,0,0,,,x,10.0
whinnnzzz,2025-08-26 14:16:03+00:00,"Kemungkinan efek samping berat pasca vaksin perbandingannya 1: 1.000.000  Kemungkinan meninggal anak yg tidak divaksin lalu kena campak adlh 1:1.000.   Sementara di sumenep sudah 17 anak meninggal dr ribuan kasus, dmn 16 di antaranya ga divaksin.",https://x.com/whinnnzzz/status/1960345500798062893,,0,0,0,,,x,7.0
rozthka_,2025-09-26 15:23:34+00:00,"plis kenapa ya orang tua egois bgt... iya sih tau efek samping vaksin tuh kadang beragam, tapi kan itu buat kesehatan anak-anak mereka di masa depan  please orang tua lebih cerdas yuk bisa yukk",https://x.com/rozthka_/status/1971596517543989310,,0,0,0,,,x,56.0
UHumaimah,2025-09-16 11:10:57+00:00,"Sama pas vaksin dulu, anak wajib vaksin tapi ortu disuruh ttd tidak boleh menuntut kalau ada efek samping,  Sampai ribut di sekolah nya dulu",https://x.com/UHumaimah/status/1967909063616073747,,0,0,0,,,x,159.0
mariobr75400661,2025-09-11 11:55:58+00:00,"Mjb kak.. di sekolah anakku besok juga mau ada vaksin kanker serviks ini. Baru ada pemberitahuan di grup tapi blm ada info lebih. Mungkin kakak tau, ada efek samping gak ya?",https://x.com/mariobr75400661/status/1966108451547046389,,0,0,0,,,x,49.0
ellguma,2025-10-30 13:31:39+00:00,Tolol karena pertama kali jd ibu ya gapapa tapi setidaknya tolabul ilmi ke tempat yg tepat. Belum pernah gue nemu dokter yang menganjurkan anak-anak biat ga vaksin.  Masa gegara nonton video efek samping vaksin di sosmed jd memutuskan antivaksin. Haduh pengen gue kepret,https://x.com/ellguma/status/1983889539799335126,,0,0,0,,,x,27.0
NurRohi03920969,2025-10-21 17:52:14+00:00,Riset soal efek samping vaksin Pfizer picu hepatitis dipublikasikan melalui Journal of Hepatology pada 21 April 2022 lalu. Ini bagaimana kelanjutannya?...,https://x.com/NurRohi03920969/status/1980693623776977051,,0,0,0,,,x,51.0
disisourpage,2025-10-01 08:12:07+00:00,"kata dokternya efek samping vaksin bisa bikin nafsu makan turun. dok... ini anak saya tetep gragas  udah dikasih creamy treats, dry food, dan ikan rebus tapi masih gangguin mbabu makan ayam goreng",https://x.com/disisourpage/status/1973299875132612792,,0,0,0,,,x,31.0
caknawii,2025-11-26 23:56:14+00:00,"Sudah dijelaskan oleh dokter di luar negeri itu penyebabnya efek samping vaksin kopit, tanya diri kalian sendiri sejak divaksin apa lebih sehat atau jadi mudah sakit, yg paling ringan tuh jadi gatel gatel biduran",https://x.com/caknawii/status/1993831193616502836,,0,0,0,,,x,594.0
