account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
morulsaas,2025-10-17 11:55:54+00:00,"Minusnya cuma 1 di klinik apin —> parkiran mobilnya gada cuma muat 3 mobil aja , kmrn kesana susah bgt cari parkir padahal overall bagus semuanya kecuali parkir huhu  Translate Minusnya cuma 1 di klinik apin —> parkiran mobilnya gada cuma muat 3 mobil aja , kmrn kesana susah bgt cari parkir padahal overall bagus semuanya kecuali parkir huhu",https://www.threads.com/@morulsaas/post/DP6NFdCEijR,https://www.threads.com/@yumnalinta/post/DP6A5MVgTFg,threads,True,"Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍  Translate 1/2 Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍 — Balasan: Minusnya cuma 1 di klinik apin —> parkiran mobilnya gada cuma muat 3 mobil aja , kmrn kesana susah bgt cari parkir padahal overall bagus semuanya kecuali parkir huhu  Translate Minusnya cuma 1 di klinik apin —> parkiran mobilnya gada cuma muat 3 mobil aja , kmrn kesana susah bgt cari parkir padahal overall bagus semuanya kecuali parkir huhu",negative,0.5248996019363403,2025-10-13
yumnalinta,2025-10-17 12:02:50+00:00,Bener bun😭😭 akhirnya aku kl kesana naik taksi muluuu drpd puyeng  Translate Bener bun😭😭 akhirnya aku kl kesana naik taksi muluuu drpd puyeng,https://www.threads.com/@yumnalinta/post/DP6N4PcgZnH,https://www.threads.com/@yumnalinta/post/DP6A5MVgTFg,threads,True,"Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍  Translate 1/2 Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍 — Balasan: Bener bun😭😭 akhirnya aku kl kesana naik taksi muluuu drpd puyeng  Translate Bener bun😭😭 akhirnya aku kl kesana naik taksi muluuu drpd puyeng",negative,0.3962486684322357,2025-10-13
byydrsp.12,2026-01-02 23:40:08+00:00,kak dr apin udh spesialiasi tumbuh kembang blm ya?  Translate kak dr apin udh spesialiasi tumbuh kembang blm ya?,https://www.threads.com/@byydrsp.12/post/DTBu43eEgrG,https://www.threads.com/@yumnalinta/post/DP6A5MVgTFg,threads,True,"Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍  Translate 1/2 Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍 — Balasan: kak dr apin udh spesialiasi tumbuh kembang blm ya?  Translate kak dr apin udh spesialiasi tumbuh kembang blm ya?",positive,0.40200409293174744,2025-12-29
dewwichandra,2025-10-18 07:23:27+00:00,"DSA Bogor dongg infonya DSA Bogor dongg infonya ririmanisaa ririmanisaa ririmanisaa ririmanisaa doker agus sudrajat bun,kliniknya kresna raya doker agus sudrajat bun,kliniknya kresna raya",https://www.threads.com/@dewwichandra/post/DP8Ss4gktMQ,https://www.threads.com/@yumnalinta/post/DP6A5MVgTFg,threads,True,"Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍  Translate 1/2 Semalem habis vaksin campak sekalian cek tumbuh kembang, daannnn DSAnya bilang sambil ngacungin jempol 👍🏼 “mantap, tumbuh kembangnya baik dan bb tb melampaui garis hijau, bagus sekalii” hwaaa senengnya bukan maennnn🥹😭🥲🤩🫶🏻❤️❤️❤️ ga sia sia working mum ini gedebag gedebug masak tiap hariii🥹🥹  Dan btw sekalian mau ngerekomendasiin DSA di jaktim ini, dokter apin. Beliau walaupun uda terkenal tp tempatnya ga serame itu, booking mudah, konsul ga terburuburu, penjelasannya detail bgt😍 — Balasan: DSA Bogor dongg infonya DSA Bogor dongg infonya ririmanisaa ririmanisaa ririmanisaa ririmanisaa doker agus sudrajat bun,kliniknya kresna raya doker agus sudrajat bun,kliniknya kresna raya",positive,0.45237258076667786,2025-10-13
ayuriamardewi,2025-09-16 05:26:10+00:00,"berdasar rekomendasi papdi utk imunisasi dewasa hpv masih 3x kak , berikut linknya satgasimunisasipapdi.com/jadwa…  Translate berdasar rekomendasi papdi utk imunisasi dewasa hpv masih 3x kak , berikut linknya satgasimunisasipapdi.com/jadwa… satgasimunisasipapdi.com satgasimunisasipapdi.com Jadwal Imunisasi Dewasa 2025 - Satgas Imunisasi PAPDI Jadwal Imunisasi Dewasa 2025 - Satgas Imunisasi PAPDI",https://www.threads.com/@ayuriamardewi/post/DOpr12zk_yi,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"berdasar rekomendasi papdi utk imunisasi dewasa hpv masih 3x kak , berikut linknya satgasimunisasipapdi.com/jadwa…  Translate berdasar rekomendasi papdi utk imunisasi dewasa hpv masih 3x kak , berikut linknya satgasimunisasipapdi.com/jadwa… satgasimunisasipapdi.com satgasimunisasipapdi.com Jadwal Imunisasi Dewasa 2025 - Satgas Imunisasi PAPDI Jadwal Imunisasi Dewasa 2025 - Satgas Imunisasi PAPDI",neutral,0.9774482846260071,2025-09-15
mutikmakeup,2025-09-15 13:46:42+00:00,"Baru aja ditawarin temen vaksin hpv di rsud cempaka putih, paket 3x cuma 1,2jt.. free tes iva & dna hpv Baru aja ditawarin temen vaksin hpv di rsud cempaka putih, paket 3x cuma 1,2jt.. free tes iva & dna hpv",https://www.threads.com/@mutikmakeup/post/DOoAVBlEhJD,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"Baru aja ditawarin temen vaksin hpv di rsud cempaka putih, paket 3x cuma 1,2jt.. free tes iva & dna hpv Baru aja ditawarin temen vaksin hpv di rsud cempaka putih, paket 3x cuma 1,2jt.. free tes iva & dna hpv",neutral,0.9158790111541748,2025-09-15
medikaindira,2025-09-15 16:27:22+00:00,"By dokter, bbrp mgg lalu anak sy kls 5 (10 Yo) TDK ikut vaksin Krn sakit. Lalu sy tny gurunya, bagaimana dgn anak sy Krn belum divaksin? Beliau bilang nti klo ada susulan akan diinfo. Utk case spt ini, sebaiknya sy tny kemana ya? Sptnya guru TDK tau apakah anak sy bisa ikut jika ada susulan ato TDK. Sayang sekali jika TDK ada program vaksin susulan. Mohon pencerahannya. 🙏  Translate By dokter, bbrp mgg lalu anak sy kls 5 (10 Yo) TDK ikut vaksin Krn sakit. Lalu sy tny gurunya, bagaimana dgn anak sy Krn belum divaksin? Beliau bilang nti klo ada susulan akan diinfo. Utk case spt ini, sebaiknya sy tny kemana ya? Sptnya guru TDK tau apakah anak sy bisa ikut jika ada susulan ato TDK. Sayang sekali jika TDK ada program vaksin susulan. Mohon pencerahannya. 🙏",https://www.threads.com/@medikaindira/post/DOoStsgEw-o,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"By dokter, bbrp mgg lalu anak sy kls 5 (10 Yo) TDK ikut vaksin Krn sakit. Lalu sy tny gurunya, bagaimana dgn anak sy Krn belum divaksin? Beliau bilang nti klo ada susulan akan diinfo. Utk case spt ini, sebaiknya sy tny kemana ya? Sptnya guru TDK tau apakah anak sy bisa ikut jika ada susulan ato TDK. Sayang sekali jika TDK ada program vaksin susulan. Mohon pencerahannya. 🙏  Translate By dokter, bbrp mgg lalu anak sy kls 5 (10 Yo) TDK ikut vaksin Krn sakit. Lalu sy tny gurunya, bagaimana dgn anak sy Krn belum divaksin? Beliau bilang nti klo ada susulan akan diinfo. Utk case spt ini, sebaiknya sy tny kemana ya? Sptnya guru TDK tau apakah anak sy bisa ikut jika ada susulan ato TDK. Sayang sekali jika TDK ada program vaksin susulan. Mohon pencerahannya. 🙏",negative,0.5050451755523682,2025-09-15
nimasghanysp_,2025-09-15 13:34:14+00:00,kalau gardasil 9 berarti jarak dari vaksin pertama ke kedua berapa lama ya dok?  Translate kalau gardasil 9 berarti jarak dari vaksin pertama ke kedua berapa lama ya dok?,https://www.threads.com/@nimasghanysp_/post/DOn-5pkCRUd,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,kalau gardasil 9 berarti jarak dari vaksin pertama ke kedua berapa lama ya dok?  Translate kalau gardasil 9 berarti jarak dari vaksin pertama ke kedua berapa lama ya dok?,neutral,0.9313256740570068,2025-09-15
magicarpet_ryd,2025-09-15 10:20:42+00:00,"Dok, gapapa gak ya Gardasil 4 apa sekalian yang 9 sekalian? Jadi misalkan kliniknya blg 3x kalo ambil 2x aja dan gak nerusin 3x gapapa dong?  Translate Dok, gapapa gak ya Gardasil 4 apa sekalian yang 9 sekalian? Jadi misalkan kliniknya blg 3x kalo ambil 2x aja dan gak nerusin 3x gapapa dong?",https://www.threads.com/@magicarpet_ryd/post/DOnowLREyW9,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"Dok, gapapa gak ya Gardasil 4 apa sekalian yang 9 sekalian? Jadi misalkan kliniknya blg 3x kalo ambil 2x aja dan gak nerusin 3x gapapa dong?  Translate Dok, gapapa gak ya Gardasil 4 apa sekalian yang 9 sekalian? Jadi misalkan kliniknya blg 3x kalo ambil 2x aja dan gak nerusin 3x gapapa dong?",negative,0.7868870496749878,2025-09-15
dr_peh,2025-09-17 19:42:07+00:00,2x jarak brapa bulan kak ? 2x jarak brapa bulan kak ? shelly.franciskaVerified shelly.franciska shelly.franciska shelly.franciska,https://www.threads.com/@dr_peh/post/DOtyl1qkxr3,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,2x jarak brapa bulan kak ? 2x jarak brapa bulan kak ? shelly.franciskaVerified shelly.franciska shelly.franciska shelly.franciska,neutral,0.9751152992248535,2025-09-15
posithinkjoe,2025-09-15 10:44:18+00:00,Ini untuk yg gradasil 9 atau 4 ya? Ini untuk yg gradasil 9 atau 4 ya?,https://www.threads.com/@posithinkjoe/post/DOnrc_sgTnw,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,Ini untuk yg gradasil 9 atau 4 ya? Ini untuk yg gradasil 9 atau 4 ya?,neutral,0.9059268236160278,2025-09-15
atkosina,2025-09-15 13:41:13+00:00,Wah di bumn ono ngasih rekom 3x itu based on apa dong? Wah di bumn ono ngasih rekom 3x itu based on apa dong?,https://www.threads.com/@atkosina/post/DOn_s1UEod3,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,Wah di bumn ono ngasih rekom 3x itu based on apa dong? Wah di bumn ono ngasih rekom 3x itu based on apa dong?,negative,0.9442417621612549,2025-09-15
shelly.franciska,2025-09-16 00:58:05+00:00,Coba ditanya langsung sama BUMN nya  Translate Coba ditanya langsung sama BUMN nya,https://www.threads.com/@shelly.franciska/post/DOpNKWIk4PT,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,Coba ditanya langsung sama BUMN nya  Translate Coba ditanya langsung sama BUMN nya,neutral,0.9909069538116455,2025-09-15
fadiffa,2025-09-16 01:41:10+00:00,"Hallo dok, jika berkenan menjawab, saya usia 31 tahun, sudah vaksin dosis 1 dan 2, dijadwalkan dosis 3 jaraknya 6 bulan dari dosis 1 (bulan oktober nanti). Apakah perlu dilakukan atau enggak ya? Terima kasih sebelumnya dok 🙏🏻  Translate Hallo dok, jika berkenan menjawab, saya usia 31 tahun, sudah vaksin dosis 1 dan 2, dijadwalkan dosis 3 jaraknya 6 bulan dari dosis 1 (bulan oktober nanti). Apakah perlu dilakukan atau enggak ya? Terima kasih sebelumnya dok 🙏🏻",https://www.threads.com/@fadiffa/post/DOpSF2aE1cz,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"Hallo dok, jika berkenan menjawab, saya usia 31 tahun, sudah vaksin dosis 1 dan 2, dijadwalkan dosis 3 jaraknya 6 bulan dari dosis 1 (bulan oktober nanti). Apakah perlu dilakukan atau enggak ya? Terima kasih sebelumnya dok 🙏🏻  Translate Hallo dok, jika berkenan menjawab, saya usia 31 tahun, sudah vaksin dosis 1 dan 2, dijadwalkan dosis 3 jaraknya 6 bulan dari dosis 1 (bulan oktober nanti). Apakah perlu dilakukan atau enggak ya? Terima kasih sebelumnya dok 🙏🏻",neutral,0.8899407386779785,2025-09-15
shelly.franciska,2025-09-16 02:01:10+00:00,"Sbnnrnya datanya hanya bilang kalo d suntik kurang dr 5 bulan itk vaksin kedua antibodi ga se optimal 6 bulan nukan berarti ga ada proteksi jadi terserah aja
Mba boleh suntik
Boleh gak  Translate Sbnnrnya datanya hanya bilang kalo d suntik kurang dr 5 bulan itk vaksin kedua antibodi ga se optimal 6 bulan nukan berarti ga ada proteksi jadi terserah aja
Mba boleh suntik
Boleh gak",https://www.threads.com/@shelly.franciska/post/DOpUYVoE-P4,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"Sbnnrnya datanya hanya bilang kalo d suntik kurang dr 5 bulan itk vaksin kedua antibodi ga se optimal 6 bulan nukan berarti ga ada proteksi jadi terserah aja
Mba boleh suntik
Boleh gak  Translate Sbnnrnya datanya hanya bilang kalo d suntik kurang dr 5 bulan itk vaksin kedua antibodi ga se optimal 6 bulan nukan berarti ga ada proteksi jadi terserah aja
Mba boleh suntik
Boleh gak",negative,0.5042638778686523,2025-09-15
maniakmusik,2025-09-15 09:49:51+00:00,"Dok aku kemarin Juli sudah Vaksin yg kedua HPV Gardasil, sudah cukup kah atau harus vaksin lagi yang ke 3. Thanks dok  Translate Dok aku kemarin Juli sudah Vaksin yg kedua HPV Gardasil, sudah cukup kah atau harus vaksin lagi yang ke 3. Thanks dok",https://www.threads.com/@maniakmusik/post/DOnlOS0gVAC,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,"Dok aku kemarin Juli sudah Vaksin yg kedua HPV Gardasil, sudah cukup kah atau harus vaksin lagi yang ke 3. Thanks dok  Translate Dok aku kemarin Juli sudah Vaksin yg kedua HPV Gardasil, sudah cukup kah atau harus vaksin lagi yang ke 3. Thanks dok",neutral,0.9053802490234375,2025-09-15
maniakmusik,2025-09-15 13:29:39+00:00,Siap dokter terima kasih.  Translate Siap dokter terima kasih.,https://www.threads.com/@maniakmusik/post/DOn-YF5Eu5P,https://www.threads.com/@shelly.franciska/post/DOnd42OkRVP,threads,False,Siap dokter terima kasih.  Translate Siap dokter terima kasih.,neutral,0.8188581466674805,2025-09-15
dmpdindaa,2026-05-16 18:44:20+00:00,dok vaksin influenza untuk anak ini harus diulang brp bulan sekali yaa? dok vaksin influenza untuk anak ini harus diulang brp bulan sekali yaa?,https://www.threads.com/@dmpdindaa/post/DYaPjmPEm4t,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,dok vaksin influenza untuk anak ini harus diulang brp bulan sekali yaa? dok vaksin influenza untuk anak ini harus diulang brp bulan sekali yaa?,negative,0.5732941627502441,2026-05-11
drtio.pediatrics,2026-05-17 02:57:41+00:00,"Pertama di usia 6 bulan Ma, selanjutnya dosis kedua di usia 7 bulan. Setelah itu diulang setiap tahun  Translate Pertama di usia 6 bulan Ma, selanjutnya dosis kedua di usia 7 bulan. Setelah itu diulang setiap tahun",https://www.threads.com/@drtio.pediatrics/post/DYbIA73EyPb,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Pertama di usia 6 bulan Ma, selanjutnya dosis kedua di usia 7 bulan. Setelah itu diulang setiap tahun  Translate Pertama di usia 6 bulan Ma, selanjutnya dosis kedua di usia 7 bulan. Setelah itu diulang setiap tahun",neutral,0.9186885952949524,2026-05-11
ernafajarsari,2026-05-16 16:29:12+00:00,"Dok kalo bayi 4 bulan batuk dan pilek dipagi hari indikasi alergi, itu boleh imunisasi tdk dok? Dok kalo bayi 4 bulan batuk dan pilek dipagi hari indikasi alergi, itu boleh imunisasi tdk dok?",https://www.threads.com/@ernafajarsari/post/DYaAF0dEgGx,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Dok kalo bayi 4 bulan batuk dan pilek dipagi hari indikasi alergi, itu boleh imunisasi tdk dok? Dok kalo bayi 4 bulan batuk dan pilek dipagi hari indikasi alergi, itu boleh imunisasi tdk dok?",neutral,0.9372198581695557,2026-05-11
mujayannaah,2026-05-17 02:02:16+00:00,"Dok, usia 1 tahun apakah masih bisa vaksin influenza? 🙏  Translate Dok, usia 1 tahun apakah masih bisa vaksin influenza? 🙏",https://www.threads.com/@mujayannaah/post/DYbBrDkGWw8,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Dok, usia 1 tahun apakah masih bisa vaksin influenza? 🙏  Translate Dok, usia 1 tahun apakah masih bisa vaksin influenza? 🙏",neutral,0.9736536145210266,2026-05-11
drtio.pediatrics,2026-05-17 02:51:47+00:00,Bisa ya Ma sampai dewasa 😊  Translate Bisa ya Ma sampai dewasa 😊,https://www.threads.com/@drtio.pediatrics/post/DYbHVuSE_NW,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,Bisa ya Ma sampai dewasa 😊  Translate Bisa ya Ma sampai dewasa 😊,neutral,0.9459071159362793,2026-05-11
drtio.pediatrics,2026-05-17 02:53:07+00:00,Hehe nanti setiap tahun vaksin ya Ma 😊 Hehe nanti setiap tahun vaksin ya Ma 😊,https://www.threads.com/@drtio.pediatrics/post/DYbHfkRk77L,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,Hehe nanti setiap tahun vaksin ya Ma 😊 Hehe nanti setiap tahun vaksin ya Ma 😊,neutral,0.9468719959259033,2026-05-11
aritia23,2026-05-18 05:59:50+00:00,Terimakasih infonya dok. Kebetulan akhir bulan ini bayi saya mau vaksin influenza 1 dan pcv 3  Translate Terimakasih infonya dok. Kebetulan akhir bulan ini bayi saya mau vaksin influenza 1 dan pcv 3,https://www.threads.com/@aritia23/post/DYeBp5KIPOT,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,Terimakasih infonya dok. Kebetulan akhir bulan ini bayi saya mau vaksin influenza 1 dan pcv 3  Translate Terimakasih infonya dok. Kebetulan akhir bulan ini bayi saya mau vaksin influenza 1 dan pcv 3,neutral,0.957676887512207,2026-05-18
drtio.pediatrics,2026-05-18 06:27:41+00:00,"Sama sama Ma, nanti habis vaksin flu, agak pegal, jadi bantu kompres sejuk ya bagian bekas suntiknya Sama sama Ma, nanti habis vaksin flu, agak pegal, jadi bantu kompres sejuk ya bagian bekas suntiknya",https://www.threads.com/@drtio.pediatrics/post/DYeE19jkyOS,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Sama sama Ma, nanti habis vaksin flu, agak pegal, jadi bantu kompres sejuk ya bagian bekas suntiknya Sama sama Ma, nanti habis vaksin flu, agak pegal, jadi bantu kompres sejuk ya bagian bekas suntiknya",neutral,0.47513553500175476,2026-05-18
aritia23,2026-05-18 10:05:35+00:00,"Baik dokter, terimakasih banyak dok🙏  Translate Baik dokter, terimakasih banyak dok🙏",https://www.threads.com/@aritia23/post/DYedx2YoCOk,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Baik dokter, terimakasih banyak dok🙏  Translate Baik dokter, terimakasih banyak dok🙏",neutral,0.7685497403144836,2026-05-18
hnwidiaa,2026-05-17 14:25:03+00:00,"Dok anak saya tgl 12 kmrn vaksin influenza , dokternya blg bulan depan ada pengulangan lg setelah itu baru 1 th sekali , apakah benar dok? Dan skrg kondisi anak saya sdg batuk pas bgt sma yg lg dbahas 😌  Translate Dok anak saya tgl 12 kmrn vaksin influenza , dokternya blg bulan depan ada pengulangan lg setelah itu baru 1 th sekali , apakah benar dok? Dan skrg kondisi anak saya sdg batuk pas bgt sma yg lg dbahas 😌",https://www.threads.com/@hnwidiaa/post/DYcWravAdfW,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Dok anak saya tgl 12 kmrn vaksin influenza , dokternya blg bulan depan ada pengulangan lg setelah itu baru 1 th sekali , apakah benar dok? Dan skrg kondisi anak saya sdg batuk pas bgt sma yg lg dbahas 😌  Translate Dok anak saya tgl 12 kmrn vaksin influenza , dokternya blg bulan depan ada pengulangan lg setelah itu baru 1 th sekali , apakah benar dok? Dan skrg kondisi anak saya sdg batuk pas bgt sma yg lg dbahas 😌",neutral,0.5466078519821167,2026-05-11
mom_withnewborn,2026-05-19 08:54:00+00:00,"Hai dok maaf bertanyanya diluar topik utas, apakah ada cara atau teknik khusus agar bayi 1 tahun 4 bulan bisa lebih cepat tidur? Bayi saya selalu ingin bermain saat jam 8 malam, katanya bayi disarankan tidur dibawah jam 9 kan yaa dok?  Translate Hai dok maaf bertanyanya diluar topik utas, apakah ada cara atau teknik khusus agar bayi 1 tahun 4 bulan bisa lebih cepat tidur? Bayi saya selalu ingin bermain saat jam 8 malam, katanya bayi disarankan tidur dibawah jam 9 kan yaa dok?",https://www.threads.com/@mom_withnewborn/post/DYg6YcZEtxM,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Hai dok maaf bertanyanya diluar topik utas, apakah ada cara atau teknik khusus agar bayi 1 tahun 4 bulan bisa lebih cepat tidur? Bayi saya selalu ingin bermain saat jam 8 malam, katanya bayi disarankan tidur dibawah jam 9 kan yaa dok?  Translate Hai dok maaf bertanyanya diluar topik utas, apakah ada cara atau teknik khusus agar bayi 1 tahun 4 bulan bisa lebih cepat tidur? Bayi saya selalu ingin bermain saat jam 8 malam, katanya bayi disarankan tidur dibawah jam 9 kan yaa dok?",neutral,0.5639161467552185,2026-05-18
drtio.pediatrics,2026-05-19 09:11:51+00:00,"Iya Ma betul, kalau saran saya:
- aktivitas secukupnya Ma, tidak terlalu lelah ataupun terlalu santai saat siang hari.
- berikan makan malam di jam 17.00-18.00 
- boleh susu di saat jam 20.00 menjelang tidur
- suasan kamar tidur tenang, gelap, dan boleh juga Mama bacakan dongeng pengantar tidur dengan suara yang lembut
- pastikan tidak ada rasa tidak nyaman (seperti gatal-gatal, kembung, dan tumbuh gigi) Iya Ma betul, kalau saran saya:
- aktivitas secukupnya Ma, tidak terlalu lelah ataupun terlalu santai saat siang hari.
- berikan makan malam di jam 17.00-18.00 
- boleh susu di saat jam 20.00 menjelang tidur
- suasan kamar tidur tenang, gelap, dan boleh juga Mama bacakan dongeng pengantar tidur dengan suara yang lembut
- pastikan tidak ada rasa tidak nyaman (seperti gatal-gatal, kembung, dan tumbuh gigi)",https://www.threads.com/@drtio.pediatrics/post/DYg8bJ6E7Dm,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,"Iya Ma betul, kalau saran saya:
- aktivitas secukupnya Ma, tidak terlalu lelah ataupun terlalu santai saat siang hari.
- berikan makan malam di jam 17.00-18.00 
- boleh susu di saat jam 20.00 menjelang tidur
- suasan kamar tidur tenang, gelap, dan boleh juga Mama bacakan dongeng pengantar tidur dengan suara yang lembut
- pastikan tidak ada rasa tidak nyaman (seperti gatal-gatal, kembung, dan tumbuh gigi) Iya Ma betul, kalau saran saya:
- aktivitas secukupnya Ma, tidak terlalu lelah ataupun terlalu santai saat siang hari.
- berikan makan malam di jam 17.00-18.00 
- boleh susu di saat jam 20.00 menjelang tidur
- suasan kamar tidur tenang, gelap, dan boleh juga Mama bacakan dongeng pengantar tidur dengan suara yang lembut
- pastikan tidak ada rasa tidak nyaman (seperti gatal-gatal, kembung, dan tumbuh gigi)",positive,0.6912750601768494,2026-05-18
mom_withnewborn,2026-05-20 00:11:41+00:00,Wahh dijawabb terimakasih yaa dok✨ Wahh dijawabb terimakasih yaa dok✨,https://www.threads.com/@mom_withnewborn/post/DYijZyLkvb3,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,Wahh dijawabb terimakasih yaa dok✨ Wahh dijawabb terimakasih yaa dok✨,neutral,0.500582754611969,2026-05-18
rizmaulida,2026-05-18 08:46:47+00:00,Hi dok mau tanya untuk batas maximal dari vaksin influenza dosis 1 ke 2 brp lama ya dok?  Translate Hi dok mau tanya untuk batas maximal dari vaksin influenza dosis 1 ke 2 brp lama ya dok?,https://www.threads.com/@rizmaulida/post/DYeUwuMDspv,https://www.threads.com/@drtio.pediatrics/post/DYZope6E2-J,threads,False,Hi dok mau tanya untuk batas maximal dari vaksin influenza dosis 1 ke 2 brp lama ya dok?  Translate Hi dok mau tanya untuk batas maximal dari vaksin influenza dosis 1 ke 2 brp lama ya dok?,neutral,0.9463640451431274,2026-05-18
