index,account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource
109,sugar.and.spite_,2025-08-29T13:04:10.000Z,"Asking for a friend....what kind of bite does this look like ? The AI gave scary answers lol Asking for a friend....what kind of bite does this look like ? The AI gave scary answers lol",https://www.threads.com/@sugar.and.spite_/post/DN8J8kmDv7a,"",1300,0,682,0,NaN
110,autw,2025-08-29T13:40:25.000Z,"Tick bite. That's a bulls-eye rash. You need doxycyclene antibiotics and a Lyme disease titer done. Tick bite. That's a bulls-eye rash. You need doxycyclene antibiotics and a Lyme disease titer done.",https://www.threads.com/@autw/post/DN8OGFRDSMz,"",0,0,3200,0,NaN
111,holistichealthandmore,2025-10-14T10:36:10.000Z,"Did you know the rubella vaccine was tested on orphaned and institutionalized children in the 1960s? Did you know the rubella vaccine was tested on orphaned and institutionalized children in the 1960s? Dr. Stanley Plotkin admitted it under oath. Dr. Stanley Plotkin admitted it under oath.",https://www.threads.com/@holistichealthandmore/post/DPyVk1uDape,"vaccines",0,0,0,0,NaN
112,haripriyasaji44,2025-06-05T23:38:28.000Z,"Dr. Ben Marble: ""We've got a young 21-year-old with new onset turbo cancer all over his body."" Dr. Ben Marble: ""We've got a young 21-year-old with new onset turbo cancer all over his body."" ""Of course, he took the fake vaccine poison."" ""Of course, he took the fake vaccine poison."" ""And he's not going to survive. This is non-survivable."" ""And he's not going to survive. This is non-survivable."" ""It's horrific."" ""It's horrific.""",https://www.threads.com/@haripriyasaji44/post/DKia90Gy1Ip,"",0,0,0,0,NaN
113,dr.nichellehaynes,2025-03-03T21:19:46.000Z,"dr.nichellehaynesVerified “Hi I’m Nichelle!” “Hi Michelle.” “It’s Nichelle. With an N. Like ‘NNNNNobody should be dying of measles in 2025!’” “Hi I’m Nichelle!” “Hi Michelle.” “It’s Nichelle. With an N. Like ‘NNNNNobody should be dying of measles in 2025!’”",https://www.threads.com/@dr.nichellehaynes/post/DGwIX2bRy_c,"",0,0,5500,0,NaN
114,meghupdates,2025-08-13T17:36:18.000Z,"meghupdatesVerified “Rabies is a delicate virus”🙂 “Rabies is a delicate virus”🙂 Few words for her👇🏻👇🏻 . . #doglover #doglovers #animalactivist #delhi #rabies #rabiesvirus #infection #straydogs #protest #viral Few words for her👇🏻👇🏻 . . #doglover #doglovers #animalactivist #delhi #rabies #rabiesvirus #infection #straydogs #protest #viral Delhi, India",https://www.threads.com/@meghupdates/post/DNTcXbCBsPf,"",1500,0,3000,0,NaN
115,saadmaja,2025-08-13T23:54:04.000Z,"As a doctor i can say that rabies stays latent in nerve cells and 100% fatal disease. The reason cases are less is due to vaccination. Don’t believe any idiot with mic As a doctor i can say that rabies stays latent in nerve cells and 100% fatal disease. The reason cases are less is due to vaccination. Don’t believe any idiot with mic",https://www.threads.com/@saadmaja/post/DNUHmoySWun,"",0,0,1400,0,NaN
116,dr.tpl,2025-02-26T22:42:54.000Z,"I'm a medical doctor 💊 I'm a medical doctor 💊 Today a child died of measles in Texas. It shouldn't be this way at all. Children in 2025 should not get measles!!! Today a child died of measles in Texas. It shouldn't be this way at all. Children in 2025 should not get measles!!!",https://www.threads.com/@dr.tpl/post/DGjZ6Wvx4_A,"medical threads",0,0,1500,0,NaN
117,barbieann5280,2025-09-08T14:30:15.000Z,"By pure luck, I've never had Polio, Tetanus, Diphtheria, Rabies, Rubella, Measles, or Mumps. 🙏 Just kidding, it's because l'm vaccinated, and they work. By pure luck, I've never had Polio, Tetanus, Diphtheria, Rabies, Rubella, Measles, or Mumps. 🙏 Just kidding, it's because l'm vaccinated, and they work.",https://www.threads.com/@barbieann5280/post/DOWDv2jjpFo,"",0,0,1100,0,NaN
118,_alessandrorinaldi__,2025-03-10T22:13:50.000Z,"🤣🤣🤣WC rubentus🤣🤣🤣 🤣🤣🤣WC rubentus🤣🤣🤣",https://www.threads.com/@_alessandrorinaldi__/post/DHCQH_ZMywX,"",0,0,0,0,NaN
119,seneh.xyz,2025-03-01T14:36:23.000Z,"seneh.xyzVerified 𝖀𝖒𝖇𝖗𝖆 𝕻𝖚𝖗𝖈𝖊𝖑𝖑 𝖀𝖒𝖇𝖗𝖆 𝕻𝖚𝖗𝖈𝖊𝖑𝖑",https://www.threads.com/@seneh.xyz/post/DGqQlW0t7MD,"",0,0,0,0,NaN
120,blythern01,2025-10-08T23:57:20.000Z,"Public health nurse here with a little FYI.  Single entity vaccines for Measles, Mumps, and Rubella DON’T EVEN EXIST!!  For the love of all, I can’t anymore. Public health nurse here with a little FYI.  Single entity vaccines for Measles, Mumps, and Rubella DON’T EVEN EXIST!!  For the love of all, I can’t anymore.",https://www.threads.com/@blythern01/post/DPkUfgWDPi1,"",0,0,0,0,NaN
121,dom_lucre,2025-08-12T23:12:03.000Z,"dom_lucreVerified 🔥🚨BREAKING: Colorado officials just sent a warning of: “DO NOT TOUCH” to their residents after rabbits were spotted invading parts of the US with weird tentacles sprouting from their heads due to virus. 🔥🚨BREAKING: Colorado officials just sent a warning of: “DO NOT TOUCH” to their residents after rabbits were spotted invading parts of the US with weird tentacles sprouting from their heads due to virus.",https://www.threads.com/@dom_lucre/post/DNRd_yqNkrE,"",0,0,0,0,NaN
122,deborahbrowne12,2025-08-13T02:53:08.000Z,"If rabbits have tentacles it's not from a virus it's from Scientists doing freak experiments and releasing the animals If rabbits have tentacles it's not from a virus it's from Scientists doing freak experiments and releasing the animals",https://www.threads.com/@deborahbrowne12/post/DNR3TSys5XZ,"",0,0,0,0,NaN
123,acedurrani,2025-04-10T01:50:30.000Z,"acedurraniVerified 👋 Doctor here 👋 Doctor here RFK Jr. today on child that passed away from measles: “I saw the medical report on it today and the thing that killed her was not the measles, but it was a bacteriological infection.” RFK Jr. today on child that passed away from measles: “I saw the medical report on it today and the thing that killed her was not the measles, but it was a bacteriological infection.” Yeah.... Measles  can infect T cells, leading to systemic immune suppression and secondary infections like pneumonia. A first year med student could tell you that. Yeah.... Measles  can infect T cells, leading to systemic immune suppression and secondary infections like pneumonia. A first year med student could tell you that.",https://www.threads.com/@acedurrani/post/DIP4xHXJ3z1,"medicine",1000,2500,35300,476,NaN
124,crazz22,2025-04-10T02:50:25.000Z,"RFK could literally say “the thing that killed her was not the measles, it was jellybellyticklefoot” and the entire anti-vaxx community would believe him and share his diagnosis as truth. They’re delusional RFK could literally say “the thing that killed her was not the measles, it was jellybellyticklefoot” and the entire anti-vaxx community would believe him and share his diagnosis as truth. They’re delusional",https://www.threads.com/@crazz22/post/DIP_n85M6qt,"",0,0,0,0,NaN
125,senmarkeymemes,2025-09-19T14:14:19.000Z,"senmarkeymemesVerified Measles. Mumps. Rubella. This vaccine is safe, it’s effective, and it protects us all. RFK Jr. is leading our country into a dangerous, uncertain future. He must resign. 1/2 Measles. Mumps. Rubella. This vaccine is safe, it’s effective, and it protects us all. RFK Jr. is leading our country into a dangerous, uncertain future. He must resign.",https://www.threads.com/@senmarkeymemes/post/DOyWqwPDSxx,"",0,0,62,0,NaN
126,davekeegan0,2025-12-28T10:27:59.000Z,"I had the measles because I'm older than the vaccine. There's no reason for anyone to have it now except for stupidity. The vaccine for stupidity is education. I had the measles because I'm older than the vaccine. There's no reason for anyone to have it now except for stupidity. The vaccine for stupidity is education.",https://www.threads.com/@davekeegan0/post/DSzcQlvku34,"",0,0,2200,0,NaN
127,theonion,2025-03-14T18:55:21.000Z,"theonionVerified RFK Jr. Claims Measles Can Be Cured With A Good Concealer theonion.com/rfk-j… RFK Jr. Claims Measles Can Be Cured With A Good Concealer theonion.com/rfk-j…",https://www.threads.com/@theonion/post/DHMMlGiC9ev,"",68,0,1900,0,NaN
128,dawnsellerspdx,2025-02-26T22:19:12.000Z,"My PSA for today: You should get an MMR titer at your next Dr. visit. The measles vaccine does wear off. Know that measles is very contagious. My PSA for today: You should get an MMR titer at your next Dr. visit. The measles vaccine does wear off. Know that measles is very contagious.",https://www.threads.com/@dawnsellerspdx/post/DGjXMxrSb3l,"",0,0,0,0,NaN
129,cine_silva,2025-12-07T12:45:53.000Z,"Followcine_silva12/07/25More#rubi ❤️Like25Reply2RepostShare",https://www.threads.com/@cine_silva/post/DR9nWIGDc_h,"",0,0,0,0,NaN
130,footdocdana,2025-09-03T16:05:15.000Z,"footdocdanaVerified Have you ever heard of this? 🎥 doctor.flebo on IG mosquito #doctorexplains #lymphatic #disease Have you ever heard of this? 🎥 doctor.flebo on IG mosquito #doctorexplains #lymphatic #disease",https://www.threads.com/@footdocdana/post/DOJWlH-DWYw,"Mosquito",0,0,0,0,NaN
131,dr.tpl,2025-10-26T01:54:52.000Z,"I'm a medical doctor who works in the hospital 👋 I'm a medical doctor who works in the hospital 👋 List of cases I've seen this week... List of cases I've seen this week... COPD exacerbation  Acute respiratory failure with hypoxia  Acute respiratory failure with hypercarbia Multifocal pneumonia .... COPD exacerbation  Acute respiratory failure with hypoxia  Acute respiratory failure with hypercarbia Multifocal pneumonia .... Do you see where this is headed? 😫 Do you see where this is headed? 😫",https://www.threads.com/@dr.tpl/post/DQQTdQyEVrz,"",57,0,4000,0,NaN
132,weberlaurel,2025-10-26T05:46:00.000Z,"I'm 68 years old and have had every vaccine since they became available. Sugar cube with medicine on it for polio & the TB shot.  I've had measles(twice), rubella, chicken pox & was so happy when the MMA shot was developed so my child didn't have to go through what I did. I have always gotten the flu & COVID vaccine as I  have a compromised immune system & can't trust people to get their vaccines.  Guess what? They work. My daughter, grandsons & I are all healthy & alive.I trust science! I'm 68 years old and have had every vaccine since they became available. Sugar cube with medicine on it for polio & the TB shot.  I've had measles(twice), rubella, chicken pox & was so happy when the MMA shot was developed so my child didn't have to go through what I did. I have always gotten the flu & COVID vaccine as I  have a compromised immune system & can't trust people to get their vaccines.  Guess what? They work. My daughter, grandsons & I are all healthy & alive.I trust science!",https://www.threads.com/@weberlaurel/post/DQQt6GCDif-,"",0,0,0,0,NaN
133,dr.mo.ibrahim,2025-04-08T14:25:55.000Z,"dr.mo.ibrahimVerified This patient presented with an acute eruption on the hand. The patient was in good general health and not in therapy with systemic drugs. The first vesicles and blisters appeared during a trip in SriLanka. What is your diagnosis? This patient presented with an acute eruption on the hand. The patient was in good general health and not in therapy with systemic drugs. The first vesicles and blisters appeared during a trip in SriLanka. What is your diagnosis?",https://www.threads.com/@dr.mo.ibrahim/post/DIMFoKsuQ67,"",0,0,0,0,NaN
134,laurenschimko,2025-10-06T00:27:37.000Z,"Oh great…it’s just a matter of time for the rest of the country…VACCINATE!!!!! Oh great…it’s just a matter of time for the rest of the country…VACCINATE!!!!!",https://www.threads.com/@laurenschimko/post/DPcpkobkTso,"",70,0,1200,0,NaN
135,pamommy420,2025-10-06T10:28:34.000Z,"It’s measles. It’s a rash. No vaccine needed. Having the measles has been shown to even help prevent certain cancers later in life. I’m not even scared of the measles and I’m immunocompromised and an adult. The fear mongering is like WHOA. The MMR is a nightmare. Do not run out and give it to your kids bc a rash broke out in one state. There’s measles outbreaks every single year, without fail. People fail to realize that most of the adult population is walking around unvaccinated right now. It’s measles. It’s a rash. No vaccine needed. Having the measles has been shown to even help prevent certain cancers later in life. I’m not even scared of the measles and I’m immunocompromised and an adult. The fear mongering is like WHOA. The MMR is a nightmare. Do not run out and give it to your kids bc a rash broke out in one state. There’s measles outbreaks every single year, without fail. People fail to realize that most of the adult population is walking around unvaccinated right now.",https://www.threads.com/@pamommy420/post/DPduWOTjYNn,"",0,0,0,0,NaN
136,drtheresamacphail,2025-07-03T19:58:29.000Z,"drtheresamacphailVerified Welp, I checked my immunity levels during my last physical and the antibody tests just came back non-reactive. Welp, I checked my immunity levels during my last physical and the antibody tests just came back non-reactive. So, I immediately made an appointment to get my MMR shot. So, I immediately made an appointment to get my MMR shot. I *refuse* to be a vector in this bullshit timeline. I *refuse* to be a vector in this bullshit timeline.",https://www.threads.com/@drtheresamacphail/post/DLqIDQGOQgN,"",0,0,1100,0,NaN
137,rubabanice,2025-12-18T20:07:26.000Z,"#rubabanice #rubabanice",https://www.threads.com/@rubabanice/post/DSaunxCjFMe,"",0,0,0,0,NaN
138,elinggp_,2025-04-27T10:44:14.000Z,"Bunda-bunda kalo vaksin DPT mending hexaxim atau infanrix hexa ya yg minim bgt demam, tolong sarannya dong  Translate 1/2 Bunda-bunda kalo vaksin DPT mending hexaxim atau infanrix hexa ya yg minim bgt demam, tolong sarannya dong",https://www.threads.com/@elinggp_/post/DI8nXMVzZIz,"",0,0,0,0,NaN
139,alma_122889,2025-10-26T10:02:47.000Z,"Bener ga sh vaksin rotavirus mencegah diare? Kalo iya, kenapa anakku masih diare ya? Udah 2x vaksin rotavirus.. Terimakasih yg sudah menjawab...  Translate 1/2 Bener ga sh vaksin rotavirus mencegah diare? Kalo iya, kenapa anakku masih diare ya? Udah 2x vaksin rotavirus.. Terimakasih yg sudah menjawab...",https://www.threads.com/@alma_122889/post/DQRLSzBD65Y,"imunisasi",0,0,0,0,NaN
140,dr.nisa.khalil,2025-10-30T01:04:57.000Z,"""Doc, kalau vaksin betul-betul selamat... kenapa hospital tak bagi guarantee?"" 💉 ""Doc, kalau vaksin betul-betul selamat... kenapa hospital tak bagi guarantee?"" 💉 Okay, I got this question on Threads yesterday and honestly? It's a valid question. Let me break it down for you. 1/7 Okay, I got this question on Threads yesterday and honestly? It's a valid question. Let me break it down for you.",https://www.threads.com/@dr.nisa.khalil/post/DQag7GJD9GU,"",120,0,1100,0,NaN
141,jannahghani,2025-05-28T10:24:40.000Z,"Dah baik demam 3 hari tiba tiba harini naik bintik pulak. Macam campak. Mama mama ada tips tak untuk surutkan bintik campak ni☹️  Translate Dah baik demam 3 hari tiba tiba harini naik bintik pulak. Macam campak. Mama mama ada tips tak untuk surutkan bintik campak ni☹️",https://www.threads.com/@jannahghani/post/DKMZxBbykT9,"",0,0,0,0,NaN
142,sunsetfrenzy,2025-08-27T01:21:58.000Z,"Bicara tentang vaksin dan anti vaksin yg akhir-akhir ini lagi viral. Langit itu vaksinnya lengkap, pas dia umur 6 bulan dia kena cacar. Saya bersyukur ga butuh waktu lama untuk dia recovery, dan selama sakit dia masih bisa haha-hihi. Bayangin kalo anak ga divaksin lengkap terus kena cacar, komplikasinya bisa lebih serius. Yg vaksin aja tetep anak itu ngerasain sakit, gimana yg ga vaksin? ☺️ Ga menerima comment orang ngeyel yg anti vaksin, tak sebul mbun-mbunanmu lek sik ngeyel ae.  Translate Bicara tentang vaksin dan anti vaksin yg akhir-akhir ini lagi viral. Langit itu vaksinnya lengkap, pas dia umur 6 bulan dia kena cacar. Saya bersyukur ga butuh waktu lama untuk dia recovery, dan selama sakit dia masih bisa haha-hihi. Bayangin kalo anak ga divaksin lengkap terus kena cacar, komplikasinya bisa lebih serius. Yg vaksin aja tetep anak itu ngerasain sakit, gimana yg ga vaksin? ☺️ Ga menerima comment orang ngeyel yg anti vaksin, tak sebul mbun-mbunanmu lek sik ngeyel ae.",https://www.threads.com/@sunsetfrenzy/post/DN1v_1SZlPB,"Vaksin",0,0,1100,0,NaN
143,ummukalsumandilajeng,2025-12-25T00:11:00.000Z,"Ibu Sehat sehat ya bu, saya bukan provaksin bukan juga kontra, cuma sedang mencari tahun isi dari vaksin itu bermanfaat baik atau tidk untuk bayi saya. dan setelah melihat ini saya jadi yakin untuk tidak melanjutkan vax.  Translate Ibu Sehat sehat ya bu, saya bukan provaksin bukan juga kontra, cuma sedang mencari tahun isi dari vaksin itu bermanfaat baik atau tidk untuk bayi saya. dan setelah melihat ini saya jadi yakin untuk tidak melanjutkan vax. navious88 navious88",https://www.threads.com/@ummukalsumandilajeng/post/DSqnQ_tEvD9,"",0,0,0,0,NaN
144,oka4you,2025-07-10T14:00:09.000Z,"Free adop dengan syarat : Tidak dijual Dirawat dengan benar dan sayang Divaksin kan  Kebersihan dijaga Kirim perkembangan lewat video minim 2minggu sekali Jika sakit/kenapa2 bisa konsultasi, kalau bisa bantu tetep dibantu Free adop dengan syarat : Tidak dijual Dirawat dengan benar dan sayang Divaksin kan  Kebersihan dijaga Kirim perkembangan lewat video minim 2minggu sekali Jika sakit/kenapa2 bisa konsultasi, kalau bisa bantu tetep dibantu @sorotan #pemula #semuaorangツ  Translate @sorotan #pemula #semuaorangツ",https://www.threads.com/@oka4you/post/DL7gm7fBGaL,"pemula",0,0,0,0,NaN
145,dokteranakbunda,2025-11-27T14:16:41.000Z,"Tips buat menekan biaya vaksin anak: 1. Vaksin yg ada di program nasional, disediakan di puskesmas, diikuti, semuanya gratis 2. Vaksin tambahan yg di klinik/DSA, bisa riset kecil2an utk membandingkan biayanya Tips buat menekan biaya vaksin anak: 1. Vaksin yg ada di program nasional, disediakan di puskesmas, diikuti, semuanya gratis 2. Vaksin tambahan yg di klinik/DSA, bisa riset kecil2an utk membandingkan biayanya (Saat ini, saya lagi susun e-book tentang A-Z imunisasi anak. Cuplikannya berikut, ya)  Translate 1/2 (Saat ini, saya lagi susun e-book tentang A-Z imunisasi anak. Cuplikannya berikut, ya)",https://www.threads.com/@dokteranakbunda/post/DRkByhFEjL5,"",0,0,0,0,NaN
146,baiqlolahidayati,2025-11-09T06:47:07.000Z,"Ya Allah kengeriii k gitakn🥹  Translate Ya Allah kengeriii k gitakn🥹",https://www.threads.com/@baiqlolahidayati/post/DQ04B6uDWnS,"",0,0,0,0,NaN
147,kaliobakuah,2025-11-10T03:15:03.000Z,"MANGKANYA IMUNISASI DASAR LENGKAP!!!  KALIAN SELAMA INI AMAN KARNA DILINDUNGI SAMA LINGKUNGAN KALIAN YANG IMUNISASI TAPI KALIAN JADI TERLALU SOMBONG DAN SOK MEMPENGARUHI  YANG LAIN UNTUK MENGIKUTI LANGKAH GILA KALIAN JADILAH HERD IMMUNITY ITU JEBOL DAN PENYAKIT MENULAR MEMATIKAN ITU BANGKIT LAGI. KALIAN ANTI IMUNISASI ITU DZALIM KE ANAK SENDIRI JUGA KE MASYARAKAT SEKITAR  Translate MANGKANYA IMUNISASI DASAR LENGKAP!!!  KALIAN SELAMA INI AMAN KARNA DILINDUNGI SAMA LINGKUNGAN KALIAN YANG IMUNISASI TAPI KALIAN JADI TERLALU SOMBONG DAN SOK MEMPENGARUHI  YANG LAIN UNTUK MENGIKUTI LANGKAH GILA KALIAN JADILAH HERD IMMUNITY ITU JEBOL DAN PENYAKIT MENULAR MEMATIKAN ITU BANGKIT LAGI. KALIAN ANTI IMUNISASI ITU DZALIM KE ANAK SENDIRI JUGA KE MASYARAKAT SEKITAR",https://www.threads.com/@kaliobakuah/post/DQ3EjnliaI8,"",0,0,0,0,NaN
148,anismahrun,2025-07-30T08:31:21.000Z,"Aku dulu mikirnya kalau vaksin cukup yang dicover pemerintah aja kali ya ( sesuai yang di buku KIA) tp semenjak usia anakku 1 tahun dan aku baru kasih vaksin influenza aku nyesel kenapa ga dari dulu aku kasih vaksin tambahan yg ga dicover pemerintah. Semoga ayah ibu dilimpahkan rezeki biar bisa kasih vaksin2 tambahan yg ga dicover pemerintah. Aamiin 🤲  Translate Aku dulu mikirnya kalau vaksin cukup yang dicover pemerintah aja kali ya ( sesuai yang di buku KIA) tp semenjak usia anakku 1 tahun dan aku baru kasih vaksin influenza aku nyesel kenapa ga dari dulu aku kasih vaksin tambahan yg ga dicover pemerintah. Semoga ayah ibu dilimpahkan rezeki biar bisa kasih vaksin2 tambahan yg ga dicover pemerintah. Aamiin 🤲",https://www.threads.com/@anismahrun/post/DMua4JRxUEK,"VaksinAnak",0,0,0,0,NaN
149,tiara401,2025-11-19T09:45:19.000Z,"tiara401Verified Ini pasien temenku, dengan pneumonia campak :( sedih banget liatnya. Ini pasien temenku, dengan pneumonia campak :( sedih banget liatnya. Semoga ga makin rame yaa para antivaks ini. Kalo udah mau nyerah menghadapi mereka, aku suka mengutip kata2 ini. Semoga ga makin rame yaa para antivaks ini. Kalo udah mau nyerah menghadapi mereka, aku suka mengutip kata2 ini. ""Only Vaccinate The Kids You Want To Keep""  Translate ""Only Vaccinate The Kids You Want To Keep""",https://www.threads.com/@tiara401/post/DRO8X8liRTz,"VaccinesSaveLives",0,0,0,0,NaN
150,iogh_bp,2025-11-25T02:56:41.000Z,"4 Minggu ini kasus campak membeludak* Farahhhh ( parah versi Sunda ) Kalo Udha vaksin sih campaknya ringan Yang belum vaksin nih sampe pneumonia. Diare hebat muntah2 hebat 4 Minggu ini kasus campak membeludak* Farahhhh ( parah versi Sunda ) Kalo Udha vaksin sih campaknya ringan Yang belum vaksin nih sampe pneumonia. Diare hebat muntah2 hebat Ampun ya Allah  Please jangan lupa vaksin anakmu di usia 9 bulan ya....  Translate 1/2 Ampun ya Allah  Please jangan lupa vaksin anakmu di usia 9 bulan ya....",https://www.threads.com/@iogh_bp/post/DRdqYTvAet8,"campak",0,0,0,0,NaN
151,caeclia,2025-11-08T06:36:26.000Z,"Hari ini bawa anak buat vaksin influenza dosis yg kedua sblm pengulangan tahunan. Rasanya seneng banget & bangga wkwkwk 😝 suami jg keliatan makin antusias & aware buat vaksin jenis lainnya 😆 next direkomendasiin dokternya vaksin cacar air, mangats kerjanya 🤣🙌🏻  Translate Hari ini bawa anak buat vaksin influenza dosis yg kedua sblm pengulangan tahunan. Rasanya seneng banget & bangga wkwkwk 😝 suami jg keliatan makin antusias & aware buat vaksin jenis lainnya 😆 next direkomendasiin dokternya vaksin cacar air, mangats kerjanya 🤣🙌🏻",https://www.threads.com/@caeclia/post/DQySA14D49L,"VaksinAnak",0,0,0,0,NaN
152,c.aryatyas,2025-09-06T17:40:42.000Z,"BIDAN SENGAJA SALAH NGASIH VAKSIN! BIDAN SENGAJA SALAH NGASIH VAKSIN! Hari ini dibuat emosi banget sama salah satu klinik kesehatan di Bandar Lampung. Sengaja dari jauh-jauh hari sudah cari info sana-sini kira-kira bulan ini anakku mau imunisasi DPT 2, PCV dan rotavirus di mana. Karena emang sengaja mau cari lokasi lain dari tempat imunisasi pertama. Hari ini dibuat emosi banget sama salah satu klinik kesehatan di Bandar Lampung. Sengaja dari jauh-jauh hari sudah cari info sana-sini kira-kira bulan ini anakku mau imunisasi DPT 2, PCV dan rotavirus di mana. Karena emang sengaja mau cari lokasi lain dari tempat imunisasi pertama. FYI sebelumnya DPT 1, PCV, dan rotavirusnya pakai Hexaxim, Prevenar 13 dan Rotarix. Sepengetahuan awamku, merek vaksin sebisa mungkin kan harus sama dari awal sampai akhir.  Translate 1/19 FYI sebelumnya DPT 1, PCV, dan rotavirusnya pakai Hexaxim, Prevenar 13 dan Rotarix. Sepengetahuan awamku, merek vaksin sebisa mungkin kan harus sama dari awal sampai akhir.",https://www.threads.com/@c.aryatyas/post/DORP88wk7wn,"imunisasi",0,0,0,0,NaN
153,mrsresna,2025-11-24T23:57:10.000Z,"Yuk para dokter anak  Sedang merawat berapa pasien campak hari ini? Yuk para dokter anak  Sedang merawat berapa pasien campak hari ini? Saya : 4 semua komplikasi pneumonia dan tentunya intake sulit  semua pasien ini juga ga vaksin  Translate 1/2 Saya : 4 semua komplikasi pneumonia dan tentunya intake sulit  semua pasien ini juga ga vaksin",https://www.threads.com/@mrsresna/post/DRdV1eXkgF5,"",0,0,0,0,NaN
154,rosentine.a,2025-11-25T12:07:48.000Z,"Lg bnyk kasus campak ya sptinya, dan dokter2 anak pada bilang parah bngt efeknya utk anak2 yg tidak divaksin. Muntaber parah dan pneumonia sampai hrs masuk NICU. Bahkan bayi yg blm bs vaksin campak jg hrs kena krna blm cukup umurnya utk vaksin. Kl kyk gini gmn pertanggung jawaban dari orang tua yg tdk memvaksin anak2nya? Anak kalian jd penyebar endemi campak skrng. Hrsnya kalian yg anti vaksin gblh pakai BPJS jg kl kyk gini, jd beban yg seharusnya bs dihindari dgn vaksin. Herd immunity hancur.  Translate Lg bnyk kasus campak ya sptinya, dan dokter2 anak pada bilang parah bngt efeknya utk anak2 yg tidak divaksin. Muntaber parah dan pneumonia sampai hrs masuk NICU. Bahkan bayi yg blm bs vaksin campak jg hrs kena krna blm cukup umurnya utk vaksin. Kl kyk gini gmn pertanggung jawaban dari orang tua yg tdk memvaksin anak2nya? Anak kalian jd penyebar endemi campak skrng. Hrsnya kalian yg anti vaksin gblh pakai BPJS jg kl kyk gini, jd beban yg seharusnya bs dihindari dgn vaksin. Herd immunity hancur.",https://www.threads.com/@rosentine.a/post/DRepcvICTQo,"",0,0,0,0,NaN
155,aashland___,2025-09-20T07:44:32.000Z,"Vaksin ga hanya untuk daya tahan tubuh bayi, tapi juga untuk membentuk herd immunity.  Translate Vaksin ga hanya untuk daya tahan tubuh bayi, tapi juga untuk membentuk herd immunity.",https://www.threads.com/@aashland___/post/DO0O2ofkRKd,"",152,0,1400,0,NaN
156,nandabillatalib,2025-08-02T06:56:04.000Z,"Threads.... Kalian tim yg vaksin anaknya atw gak vaksin??? Me : 3 anakku smua dpat imunisasi dasar n lanjutan lengkap...  Translate Threads.... Kalian tim yg vaksin anaknya atw gak vaksin??? Me : 3 anakku smua dpat imunisasi dasar n lanjutan lengkap...",https://www.threads.com/@nandabillatalib/post/DM1-W4iSHZu,"",0,0,0,0,NaN
157,sesarika,2025-06-20T04:50:18.000Z,"sesarikaVerified Entah kenapa liat jajaran sticker vaksin di buku KIA anak ini berasa lega & bangga. Karena alhamdulillah aku sebagai ibu bisa ikhtiar memenuhi hak anak untuk dapat proteksi imun dari berbagai penyakit berbahaya. Entah kenapa liat jajaran sticker vaksin di buku KIA anak ini berasa lega & bangga. Karena alhamdulillah aku sebagai ibu bisa ikhtiar memenuhi hak anak untuk dapat proteksi imun dari berbagai penyakit berbahaya. Walaupun masih ada beberapa vaksin booster yang belum tapi seenggaknya lega yang dasar udah terpenuhi. Ini gak semua di DSA ada yang di puskesmas juga biar gratis. 😆  Translate Walaupun masih ada beberapa vaksin booster yang belum tapi seenggaknya lega yang dasar udah terpenuhi. Ini gak semua di DSA ada yang di puskesmas juga biar gratis. 😆",https://www.threads.com/@sesarika/post/DLHByJ-TWGl,"vaksinasi",0,0,0,0,NaN
158,mega__gram,2025-08-26T12:33:47.000Z,"Saya merawat dua anak bersaudara. Anak kedua terkena campak, sementara adiknya (anak ketiga) datang dengan keluhan sesak napas. Keduanya memang tidak mendapatkan imunisasi. Saya menjelaskan kepada ibunya bahwa campak sangat mudah menular pada anak yang tidak diimunisasi  Translate 1/3 Saya merawat dua anak bersaudara. Anak kedua terkena campak, sementara adiknya (anak ketiga) datang dengan keluhan sesak napas. Keduanya memang tidak mendapatkan imunisasi. Saya menjelaskan kepada ibunya bahwa campak sangat mudah menular pada anak yang tidak diimunisasi",https://www.threads.com/@mega__gram/post/DN0YFdy5nCb,"",0,0,0,0,NaN
159,mamahamiid,2025-11-27T04:31:41.000Z,"Hari ini imunisasi PCV + Rotavirus tetes.  2 Minggu yg lalu kita imunisasi DPT 1.  Aku gak tega mlht anak nangis d suntik 2 kali barengan, apalagi umur nya masih 2 bln. mknya milih di pisah aja DPT 1, sm PCV nya. Kmrn imunisasi DPT 1 ambil hexaxim di klinik, skrng PCV nya yg gratis aja d puskesmas.  Mau yg berbayar atau yg gratis semua imunisasi itu sama saja, asal jgn teriak2 antivaksin.. kalau mau antivaksin, antivaksin aja sendiri jgn ngajak2 apalagi teriak2 d sosmed🤭  Translate Hari ini imunisasi PCV + Rotavirus tetes.  2 Minggu yg lalu kita imunisasi DPT 1.  Aku gak tega mlht anak nangis d suntik 2 kali barengan, apalagi umur nya masih 2 bln. mknya milih di pisah aja DPT 1, sm PCV nya. Kmrn imunisasi DPT 1 ambil hexaxim di klinik, skrng PCV nya yg gratis aja d puskesmas.  Mau yg berbayar atau yg gratis semua imunisasi itu sama saja, asal jgn teriak2 antivaksin.. kalau mau antivaksin, antivaksin aja sendiri jgn ngajak2 apalagi teriak2 d sosmed🤭",https://www.threads.com/@mamahamiid/post/DRi-11HD_j2,"imunisasi",0,0,0,0,NaN
